League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
LaLiga ,15/16 ,9 ,Athletic Bilbao ,Sporting Gijón ,3 ,0 ,51% ,49% ,20 ,6 ,6 ,0 ,12 ,4 ,2 ,2 ,9 ,3 ,1 ,3 ,0 ,0 ,1 ,3 ,null ,null ,1 ,0 ,2 ,0 ,15 ,3 ,5 ,3 ,0 ,3 ,447 ,434 ,346 (77%) ,334 (77%) ,72 ,40 ,33 ,15 ,54% ,46% ,10 ,3 ,4 ,0 ,5 ,2 ,1 ,1 ,5 ,0 ,1 ,1 ,0 ,2 ,null ,null ,0 ,0 ,0 ,0 ,8 ,1 ,2 ,2 ,0 ,2 ,222 ,191 ,166 (75%) ,141 (74%) ,38 ,17 ,22 ,8 ,48% ,52% ,10 ,3 ,2 ,0 ,7 ,2 ,1 ,1 ,4 ,3 ,0 ,2 ,1 ,1 ,null ,null ,1 ,0 ,2 ,0 ,7 ,2 ,3 ,1 ,0 ,1 ,225 ,243 ,180 (80%) ,193 (79%) ,34 ,23 ,11 ,7 ,
LaLiga ,15/16 ,10 ,Deportivo La Coruña ,Atlético Madrid ,1 ,1 ,43% ,57% ,7 ,12 ,3 ,3 ,4 ,4 ,0 ,5 ,1 ,5 ,1 ,0 ,0 ,0 ,2 ,0 ,null ,null ,1 ,1 ,null ,null ,1 ,8 ,6 ,4 ,2 ,2 ,462 ,609 ,363 (79%) ,498 (82%) ,65 ,48 ,18 ,9 ,31% ,69% ,0 ,10 ,0 ,3 ,0 ,3 ,0 ,4 ,0 ,4 ,0 ,0 ,1 ,0 ,null ,null ,0 ,1 ,null ,null ,0 ,7 ,0 ,3 ,2 ,0 ,173 ,378 ,122 (71%) ,323 (85%) ,31 ,19 ,9 ,6 ,56% ,44% ,7 ,2 ,3 ,0 ,4 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,1 ,1 ,6 ,1 ,0 ,2 ,289 ,231 ,241 (83%) ,175 (76%) ,34 ,29 ,9 ,3 ,
LaLiga ,15/16 ,10 ,Real Madrid ,Las Palmas ,3 ,1 ,52% ,48% ,17 ,8 ,11 ,5 ,6 ,3 ,0 ,0 ,6 ,3 ,6 ,0 ,0 ,0 ,0 ,3 ,null ,null ,null ,null ,1 ,1 ,11 ,6 ,6 ,2 ,4 ,8 ,596 ,551 ,528 (89%) ,479 (87%) ,40 ,39 ,3 ,7 ,56% ,44% ,8 ,4 ,6 ,4 ,2 ,0 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,6 ,4 ,2 ,0 ,3 ,3 ,317 ,256 ,291 (92%) ,222 (87%) ,19 ,18 ,0 ,2 ,49% ,51% ,9 ,4 ,5 ,1 ,4 ,3 ,0 ,0 ,4 ,2 ,3 ,0 ,0 ,2 ,null ,null ,null ,null ,0 ,1 ,5 ,2 ,4 ,2 ,1 ,5 ,279 ,295 ,237 (85%) ,257 (87%) ,21 ,21 ,3 ,5 ,
LaLiga ,15/16 ,10 ,Valencia ,Levante ,3 ,0 ,59% ,41% ,14 ,10 ,6 ,5 ,4 ,4 ,4 ,1 ,5 ,5 ,4 ,1 ,0 ,0 ,2 ,3 ,null ,null ,0 ,1 ,null ,null ,7 ,5 ,7 ,5 ,5 ,3 ,427 ,293 ,351 (82%) ,203 (69%) ,59 ,52 ,12 ,8 ,57% ,43% ,4 ,5 ,1 ,1 ,3 ,3 ,0 ,1 ,2 ,3 ,3 ,1 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,3 ,3 ,1 ,2 ,1 ,1 ,186 ,139 ,146 (78%) ,94 (68%) ,30 ,30 ,5 ,6 ,61% ,39% ,10 ,5 ,5 ,4 ,1 ,1 ,4 ,0 ,3 ,2 ,1 ,0 ,1 ,2 ,null ,null ,0 ,0 ,null ,null ,4 ,2 ,6 ,3 ,4 ,2 ,241 ,154 ,205 (85%) ,109 (71%) ,29 ,22 ,7 ,2 ,
LaLiga ,15/16 ,10 ,Villarreal ,Sevilla ,2 ,1 ,51% ,49% ,11 ,6 ,5 ,3 ,5 ,3 ,1 ,0 ,7 ,5 ,2 ,4 ,0 ,0 ,4 ,3 ,null ,null ,1 ,0 ,2 ,0 ,9 ,5 ,2 ,1 ,2 ,3 ,408 ,384 ,318 (78%) ,284 (74%) ,41 ,52 ,13 ,16 ,51% ,49% ,7 ,1 ,3 ,0 ,3 ,1 ,1 ,0 ,5 ,1 ,1 ,4 ,2 ,1 ,null ,null ,0 ,0 ,1 ,0 ,7 ,1 ,0 ,0 ,0 ,2 ,206 ,205 ,153 (74%) ,157 (77%) ,22 ,26 ,11 ,13 ,52% ,48% ,4 ,5 ,2 ,3 ,2 ,2 ,0 ,0 ,2 ,4 ,1 ,0 ,2 ,2 ,null ,null ,1 ,0 ,1 ,0 ,2 ,4 ,2 ,1 ,2 ,1 ,202 ,179 ,165 (82%) ,127 (71%) ,19 ,26 ,2 ,3 ,
LaLiga ,15/16 ,10 ,Getafe ,Barcelona ,0 ,2 ,28% ,72% ,6 ,14 ,0 ,6 ,4 ,6 ,2 ,2 ,3 ,5 ,4 ,5 ,0 ,0 ,3 ,0 ,null ,null ,null ,null ,0 ,2 ,1 ,9 ,5 ,5 ,4 ,0 ,285 ,732 ,204 (72%) ,654 (89%) ,37 ,52 ,7 ,7 ,28% ,72% ,3 ,6 ,0 ,3 ,2 ,3 ,1 ,0 ,0 ,1 ,1 ,1 ,2 ,0 ,null ,null ,null ,null ,0 ,0 ,1 ,3 ,2 ,3 ,2 ,0 ,146 ,377 ,100 (68%) ,330 (88%) ,20 ,23 ,4 ,2 ,29% ,71% ,3 ,8 ,0 ,3 ,2 ,3 ,1 ,2 ,3 ,4 ,3 ,4 ,1 ,0 ,null ,null ,null ,null ,0 ,2 ,0 ,6 ,3 ,2 ,2 ,0 ,139 ,355 ,104 (75%) ,324 (91%) ,17 ,29 ,3 ,5 ,
LaLiga ,15/16 ,10 ,Real Sociedad ,Celta Vigo ,2 ,3 ,41% ,59% ,20 ,16 ,5 ,8 ,8 ,5 ,7 ,3 ,8 ,7 ,1 ,4 ,0 ,0 ,2 ,5 ,null ,null ,null ,null ,0 ,1 ,11 ,9 ,9 ,7 ,5 ,3 ,322 ,470 ,210 (65%) ,361 (77%) ,57 ,53 ,23 ,20 ,43% ,57% ,10 ,6 ,3 ,4 ,3 ,0 ,4 ,2 ,3 ,3 ,1 ,4 ,0 ,1 ,null ,null ,null ,null ,0 ,1 ,5 ,4 ,5 ,2 ,3 ,1 ,158 ,226 ,104 (66%) ,177 (78%) ,22 ,19 ,9 ,5 ,40% ,60% ,10 ,10 ,2 ,4 ,5 ,5 ,3 ,1 ,5 ,4 ,0 ,0 ,2 ,4 ,null ,null ,null ,null ,0 ,0 ,6 ,5 ,4 ,5 ,2 ,2 ,164 ,244 ,106 (65%) ,184 (75%) ,35 ,34 ,14 ,15 ,
LaLiga ,15/16 ,10 ,Eibar ,Rayo Vallecano ,1 ,0 ,37% ,63% ,12 ,6 ,1 ,2 ,8 ,4 ,3 ,0 ,2 ,6 ,7 ,5 ,0 ,0 ,2 ,3 ,null ,null ,2 ,0 ,2 ,0 ,9 ,4 ,4 ,2 ,2 ,1 ,288 ,471 ,161 (56%) ,349 (74%) ,57 ,63 ,28 ,24 ,35% ,65% ,6 ,2 ,1 ,1 ,3 ,1 ,2 ,0 ,1 ,4 ,3 ,2 ,0 ,1 ,null ,null ,1 ,0 ,1 ,0 ,5 ,1 ,2 ,1 ,1 ,1 ,133 ,247 ,74 (56%) ,186 (75%) ,28 ,31 ,16 ,11 ,40% ,60% ,6 ,4 ,0 ,1 ,5 ,3 ,1 ,0 ,1 ,2 ,4 ,3 ,2 ,2 ,null ,null ,1 ,0 ,1 ,0 ,4 ,3 ,2 ,1 ,1 ,0 ,155 ,224 ,87 (56%) ,163 (73%) ,29 ,32 ,12 ,13 ,
LaLiga ,15/16 ,10 ,Espanyol ,Granada ,1 ,1 ,57% ,43% ,10 ,9 ,4 ,5 ,5 ,4 ,1 ,0 ,5 ,6 ,3 ,3 ,0 ,0 ,3 ,6 ,1 ,0 ,1 ,0 ,null ,null ,7 ,4 ,3 ,5 ,4 ,3 ,371 ,273 ,267 (72%) ,171 (63%) ,65 ,69 ,22 ,18 ,56% ,44% ,2 ,5 ,0 ,2 ,2 ,3 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,null ,null ,0 ,2 ,2 ,3 ,2 ,0 ,195 ,151 ,137 (70%) ,102 (68%) ,36 ,32 ,12 ,7 ,59% ,41% ,8 ,4 ,4 ,3 ,3 ,1 ,1 ,0 ,5 ,2 ,1 ,2 ,3 ,4 ,1 ,0 ,1 ,0 ,null ,null ,7 ,2 ,1 ,2 ,2 ,3 ,176 ,122 ,130 (74%) ,69 (57%) ,29 ,37 ,10 ,11 ,
LaLiga ,15/16 ,10 ,Sporting Gijón ,Málaga ,1 ,0 ,36% ,64% ,9 ,13 ,6 ,5 ,3 ,6 ,0 ,2 ,7 ,5 ,4 ,1 ,0 ,0 ,1 ,3 ,null ,null ,2 ,0 ,2 ,0 ,6 ,5 ,3 ,8 ,5 ,4 ,296 ,532 ,198 (67%) ,427 (80%) ,52 ,51 ,14 ,24 ,38% ,62% ,3 ,6 ,1 ,2 ,2 ,2 ,0 ,2 ,5 ,1 ,3 ,1 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,3 ,2 ,0 ,161 ,270 ,106 (66%) ,215 (80%) ,32 ,24 ,11 ,14 ,34% ,66% ,6 ,7 ,5 ,3 ,1 ,4 ,0 ,0 ,2 ,4 ,1 ,0 ,0 ,2 ,null ,null ,2 ,0 ,2 ,0 ,4 ,2 ,2 ,5 ,3 ,4 ,135 ,262 ,92 (68%) ,212 (81%) ,20 ,27 ,3 ,10 ,
LaLiga ,15/16 ,10 ,Real Betis ,Athletic Bilbao ,1 ,3 ,52% ,48% ,11 ,23 ,3 ,9 ,2 ,7 ,6 ,7 ,7 ,9 ,4 ,3 ,0 ,0 ,2 ,4 ,null ,null ,0 ,1 ,0 ,3 ,7 ,17 ,4 ,6 ,6 ,2 ,432 ,372 ,330 (76%) ,280 (75%) ,66 ,67 ,15 ,22 ,46% ,54% ,5 ,11 ,1 ,4 ,0 ,3 ,4 ,4 ,2 ,4 ,2 ,1 ,1 ,3 ,null ,null ,0 ,0 ,0 ,2 ,2 ,9 ,3 ,2 ,2 ,1 ,178 ,193 ,137 (77%) ,148 (77%) ,33 ,32 ,8 ,12 ,57% ,43% ,6 ,12 ,2 ,5 ,2 ,4 ,2 ,3 ,5 ,5 ,2 ,2 ,1 ,1 ,null ,null ,0 ,1 ,0 ,1 ,5 ,8 ,1 ,4 ,4 ,1 ,254 ,179 ,193 (76%) ,132 (74%) ,33 ,35 ,7 ,10 ,
LaLiga ,15/16 ,11 ,Las Palmas ,Real Sociedad ,2 ,0 ,45% ,55% ,8 ,11 ,4 ,6 ,3 ,2 ,1 ,3 ,0 ,8 ,4 ,1 ,0 ,0 ,1 ,4 ,null ,null ,0 ,1 ,null ,null ,3 ,8 ,5 ,3 ,6 ,2 ,399 ,444 ,302 (76%) ,343 (77%) ,55 ,65 ,14 ,24 ,51% ,49% ,3 ,3 ,2 ,2 ,1 ,0 ,0 ,1 ,0 ,3 ,1 ,1 ,1 ,2 ,null ,null ,0 ,0 ,null ,null ,1 ,1 ,2 ,2 ,2 ,1 ,233 ,210 ,178 (76%) ,152 (72%) ,28 ,35 ,9 ,13 ,39% ,61% ,5 ,8 ,2 ,4 ,2 ,2 ,1 ,2 ,0 ,5 ,3 ,0 ,0 ,2 ,null ,null ,0 ,1 ,null ,null ,2 ,7 ,3 ,1 ,4 ,1 ,166 ,234 ,124 (75%) ,191 (82%) ,27 ,30 ,5 ,11 ,
LaLiga ,15/16 ,11 ,Celta Vigo ,Valencia ,1 ,5 ,60% ,40% ,17 ,9 ,3 ,5 ,8 ,2 ,6 ,2 ,15 ,5 ,5 ,1 ,0 ,0 ,1 ,3 ,null ,null ,1 ,0 ,0 ,1 ,9 ,8 ,8 ,1 ,0 ,2 ,431 ,283 ,331 (77%) ,199 (70%) ,67 ,61 ,13 ,18 ,62% ,38% ,7 ,5 ,3 ,2 ,2 ,2 ,2 ,1 ,8 ,1 ,2 ,0 ,0 ,2 ,null ,null ,0 ,0 ,0 ,0 ,3 ,4 ,4 ,1 ,0 ,2 ,219 ,136 ,166 (76%) ,93 (68%) ,28 ,30 ,6 ,9 ,59% ,41% ,10 ,4 ,0 ,3 ,6 ,0 ,4 ,1 ,7 ,4 ,3 ,1 ,1 ,1 ,null ,null ,1 ,0 ,0 ,1 ,6 ,4 ,4 ,0 ,0 ,0 ,212 ,147 ,165 (78%) ,106 (72%) ,39 ,31 ,7 ,9 ,
LaLiga ,15/16 ,11 ,Levante ,Deportivo La Coruña ,1 ,1 ,53% ,47% ,15 ,9 ,5 ,5 ,6 ,2 ,4 ,2 ,9 ,5 ,5 ,0 ,0 ,0 ,4 ,2 ,null ,null ,1 ,0 ,null ,null ,8 ,3 ,7 ,6 ,4 ,4 ,433 ,386 ,322 (74%) ,261 (68%) ,48 ,63 ,23 ,23 ,61% ,39% ,5 ,4 ,1 ,2 ,3 ,1 ,1 ,1 ,5 ,1 ,4 ,0 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,3 ,1 ,2 ,3 ,1 ,1 ,258 ,165 ,194 (75%) ,99 (60%) ,23 ,30 ,10 ,12 ,45% ,55% ,10 ,5 ,4 ,3 ,3 ,1 ,3 ,1 ,4 ,4 ,1 ,0 ,4 ,2 ,null ,null ,0 ,0 ,null ,null ,5 ,2 ,5 ,3 ,3 ,3 ,175 ,221 ,128 (73%) ,162 (73%) ,25 ,33 ,13 ,11 ,
LaLiga ,15/16 ,11 ,Eibar ,Getafe ,3 ,1 ,44% ,56% ,16 ,10 ,7 ,4 ,3 ,5 ,6 ,1 ,5 ,7 ,4 ,0 ,0 ,0 ,3 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,12 ,5 ,4 ,5 ,3 ,4 ,341 ,436 ,230 (67%) ,329 (75%) ,60 ,53 ,19 ,18 ,41% ,59% ,4 ,6 ,2 ,2 ,0 ,3 ,2 ,1 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,3 ,1 ,3 ,1 ,0 ,146 ,209 ,87 (60%) ,152 (73%) ,26 ,26 ,7 ,10 ,46% ,54% ,12 ,4 ,5 ,2 ,3 ,2 ,4 ,0 ,3 ,4 ,3 ,0 ,3 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,9 ,2 ,3 ,2 ,2 ,4 ,195 ,227 ,143 (73%) ,177 (78%) ,34 ,27 ,12 ,8 ,
LaLiga ,15/16 ,11 ,Rayo Vallecano ,Granada ,2 ,1 ,41% ,59% ,7 ,8 ,2 ,2 ,4 ,5 ,1 ,1 ,4 ,1 ,4 ,9 ,0 ,0 ,4 ,3 ,1 ,0 ,null ,null ,null ,null ,3 ,4 ,4 ,4 ,1 ,0 ,306 ,435 ,196 (64%) ,331 (76%) ,49 ,54 ,23 ,28 ,47% ,53% ,4 ,3 ,2 ,1 ,1 ,2 ,1 ,0 ,3 ,0 ,3 ,4 ,2 ,1 ,1 ,0 ,null ,null ,null ,null ,3 ,3 ,1 ,0 ,1 ,0 ,184 ,213 ,127 (69%) ,156 (73%) ,25 ,25 ,13 ,9 ,35% ,65% ,3 ,5 ,0 ,1 ,3 ,3 ,0 ,1 ,1 ,1 ,1 ,5 ,2 ,2 ,0 ,0 ,null ,null ,null ,null ,0 ,1 ,3 ,4 ,0 ,0 ,122 ,222 ,69 (57%) ,175 (79%) ,24 ,29 ,10 ,19 ,
LaLiga ,15/16 ,11 ,Málaga ,Real Betis ,0 ,1 ,57% ,43% ,12 ,7 ,5 ,2 ,6 ,3 ,1 ,2 ,6 ,3 ,1 ,3 ,0 ,0 ,2 ,5 ,null ,null ,null ,null ,null ,null ,8 ,6 ,4 ,1 ,1 ,5 ,415 ,325 ,303 (73%) ,222 (68%) ,69 ,58 ,21 ,18 ,54% ,46% ,8 ,6 ,3 ,1 ,4 ,3 ,1 ,2 ,4 ,3 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,null ,null ,5 ,5 ,3 ,1 ,1 ,3 ,209 ,178 ,153 (73%) ,124 (70%) ,29 ,31 ,10 ,10 ,60% ,40% ,4 ,1 ,2 ,1 ,2 ,0 ,0 ,0 ,2 ,0 ,1 ,2 ,2 ,3 ,null ,null ,null ,null ,null ,null ,3 ,1 ,1 ,0 ,0 ,2 ,206 ,147 ,150 (73%) ,98 (67%) ,40 ,27 ,11 ,8 ,
LaLiga ,15/16 ,11 ,Athletic Bilbao ,Espanyol ,2 ,1 ,44% ,56% ,8 ,5 ,2 ,1 ,5 ,2 ,1 ,2 ,4 ,5 ,0 ,4 ,0 ,0 ,2 ,6 ,null ,null ,null ,null ,0 ,1 ,5 ,4 ,3 ,1 ,null ,null ,284 ,374 ,184 (65%) ,268 (72%) ,67 ,74 ,22 ,25 ,48% ,52% ,5 ,4 ,1 ,0 ,4 ,2 ,0 ,2 ,2 ,4 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,0 ,1 ,3 ,3 ,2 ,1 ,null ,null ,166 ,175 ,113 (68%) ,115 (66%) ,31 ,33 ,10 ,10 ,38% ,62% ,3 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,2 ,1 ,0 ,2 ,2 ,5 ,null ,null ,null ,null ,0 ,0 ,2 ,1 ,1 ,0 ,null ,null ,118 ,199 ,71 (60%) ,153 (77%) ,36 ,41 ,12 ,15 ,
LaLiga ,15/16 ,11 ,Barcelona ,Villarreal ,3 ,0 ,64% ,36% ,20 ,5 ,9 ,2 ,8 ,2 ,3 ,1 ,7 ,2 ,2 ,3 ,0 ,0 ,5 ,3 ,null ,null ,null ,null ,4 ,0 ,17 ,2 ,3 ,3 ,2 ,6 ,637 ,355 ,553 (87%) ,259 (73%) ,49 ,37 ,10 ,7 ,65% ,35% ,9 ,3 ,3 ,1 ,3 ,2 ,3 ,0 ,4 ,2 ,2 ,2 ,2 ,1 ,null ,null ,null ,null ,1 ,0 ,7 ,2 ,2 ,1 ,1 ,3 ,330 ,174 ,281 (85%) ,124 (71%) ,28 ,20 ,7 ,3 ,63% ,37% ,11 ,2 ,6 ,1 ,5 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,3 ,2 ,null ,null ,null ,null ,3 ,0 ,10 ,0 ,1 ,2 ,1 ,3 ,307 ,181 ,272 (89%) ,135 (75%) ,21 ,17 ,3 ,4 ,
LaLiga ,15/16 ,11 ,Atlético Madrid ,Sporting Gijón ,1 ,0 ,72% ,28% ,15 ,9 ,3 ,2 ,8 ,4 ,4 ,3 ,5 ,1 ,3 ,0 ,0 ,0 ,4 ,3 ,null ,null ,null ,null ,1 ,1 ,9 ,4 ,6 ,5 ,2 ,2 ,600 ,244 ,492 (82%) ,130 (53%) ,71 ,62 ,29 ,28 ,71% ,29% ,3 ,4 ,0 ,1 ,2 ,3 ,1 ,0 ,3 ,0 ,1 ,0 ,2 ,2 ,null ,null ,null ,null ,0 ,1 ,1 ,2 ,2 ,2 ,1 ,0 ,297 ,125 ,237 (80%) ,66 (53%) ,33 ,26 ,14 ,18 ,72% ,28% ,12 ,5 ,3 ,1 ,6 ,1 ,3 ,3 ,2 ,1 ,2 ,0 ,2 ,1 ,null ,null ,null ,null ,1 ,0 ,8 ,2 ,4 ,3 ,1 ,2 ,303 ,119 ,255 (84%) ,64 (54%) ,38 ,36 ,15 ,10 ,
LaLiga ,15/16 ,11 ,Sevilla ,Real Madrid ,3 ,2 ,45% ,55% ,14 ,28 ,5 ,10 ,5 ,11 ,4 ,7 ,4 ,6 ,0 ,2 ,0 ,0 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,11 ,11 ,3 ,17 ,8 ,2 ,463 ,564 ,398 (86%) ,502 (89%) ,49 ,34 ,12 ,4 ,36% ,64% ,5 ,12 ,1 ,4 ,2 ,4 ,2 ,4 ,3 ,4 ,0 ,2 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,4 ,6 ,1 ,6 ,3 ,0 ,173 ,312 ,143 (83%) ,276 (88%) ,26 ,20 ,8 ,2 ,53% ,47% ,9 ,16 ,4 ,6 ,3 ,7 ,2 ,3 ,1 ,2 ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,7 ,5 ,2 ,11 ,5 ,2 ,290 ,252 ,255 (88%) ,226 (90%) ,23 ,14 ,4 ,2 ,
LaLiga ,15/16 ,12 ,Real Sociedad ,Sevilla ,2 ,0 ,61% ,39% ,14 ,13 ,7 ,5 ,2 ,6 ,5 ,2 ,7 ,5 ,2 ,2 ,0 ,0 ,2 ,1 ,null ,null ,null ,null ,1 ,0 ,9 ,8 ,5 ,5 ,5 ,5 ,506 ,309 ,391 (77%) ,201 (65%) ,54 ,46 ,13 ,18 ,60% ,40% ,6 ,3 ,2 ,2 ,1 ,1 ,3 ,0 ,2 ,3 ,2 ,1 ,1 ,1 ,null ,null ,null ,null ,0 ,0 ,3 ,1 ,3 ,2 ,2 ,2 ,244 ,158 ,181 (74%) ,98 (62%) ,32 ,18 ,7 ,8 ,61% ,39% ,8 ,10 ,5 ,3 ,1 ,5 ,2 ,2 ,5 ,2 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,1 ,0 ,6 ,7 ,2 ,3 ,3 ,3 ,262 ,151 ,210 (80%) ,103 (68%) ,22 ,28 ,6 ,10 ,
LaLiga ,15/16 ,12 ,Real Madrid ,Barcelona ,0 ,4 ,41% ,59% ,13 ,18 ,7 ,7 ,2 ,7 ,4 ,4 ,10 ,3 ,3 ,0 ,0 ,0 ,3 ,2 ,1 ,0 ,null ,null ,2 ,1 ,6 ,13 ,7 ,5 ,2 ,7 ,430 ,648 ,355 (83%) ,563 (87%) ,47 ,45 ,7 ,7 ,37% ,63% ,1 ,9 ,1 ,4 ,0 ,3 ,0 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,null ,null ,0 ,0 ,0 ,7 ,1 ,2 ,1 ,1 ,218 ,379 ,182 (83%) ,342 (90%) ,20 ,23 ,2 ,0 ,46% ,54% ,12 ,9 ,6 ,3 ,2 ,4 ,4 ,2 ,9 ,2 ,2 ,0 ,2 ,1 ,1 ,0 ,null ,null ,2 ,1 ,6 ,6 ,6 ,3 ,1 ,6 ,212 ,269 ,173 (82%) ,221 (82%) ,27 ,22 ,5 ,7 ,
LaLiga ,15/16 ,12 ,Espanyol ,Málaga ,2 ,0 ,41% ,59% ,7 ,14 ,3 ,5 ,4 ,5 ,0 ,4 ,3 ,8 ,2 ,4 ,0 ,0 ,5 ,2 ,null ,null ,0 ,2 ,1 ,0 ,7 ,8 ,0 ,6 ,5 ,1 ,310 ,438 ,212 (68%) ,351 (80%) ,58 ,50 ,12 ,11 ,41% ,59% ,5 ,8 ,3 ,4 ,2 ,2 ,0 ,2 ,1 ,4 ,1 ,2 ,2 ,2 ,null ,null ,0 ,1 ,1 ,0 ,5 ,5 ,0 ,3 ,4 ,1 ,131 ,191 ,85 (65%) ,146 (76%) ,23 ,23 ,2 ,7 ,41% ,59% ,2 ,6 ,0 ,1 ,2 ,3 ,0 ,2 ,2 ,4 ,1 ,2 ,3 ,0 ,null ,null ,0 ,1 ,0 ,0 ,2 ,3 ,0 ,3 ,1 ,0 ,179 ,247 ,127 (71%) ,205 (83%) ,35 ,27 ,10 ,4 ,
