League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
LaLiga ,16/17 ,19 ,Osasuna ,Sevilla ,3 ,4 ,39% ,61% ,14 ,13 ,7 ,9 ,4 ,3 ,3 ,1 ,3 ,6 ,2 ,4 ,14 ,8 ,5 ,3 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,7 ,8 ,8 ,5 ,5 ,5 ,303 ,472 ,170 (56%) ,346 (73%) ,45 ,58 ,23 ,21 ,38% ,62% ,8 ,5 ,4 ,3 ,3 ,2 ,1 ,0 ,2 ,2 ,1 ,0 ,2 ,3 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,2 ,4 ,6 ,1 ,2 ,3 ,141 ,228 ,76 (54%) ,173 (76%) ,22 ,28 ,14 ,12 ,40% ,60% ,6 ,8 ,3 ,6 ,1 ,1 ,2 ,1 ,1 ,4 ,1 ,4 ,3 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,5 ,4 ,2 ,4 ,3 ,2 ,162 ,244 ,94 (58%) ,173 (71%) ,23 ,30 ,9 ,9 ,
LaLiga ,16/17 ,19 ,Athletic Bilbao ,Atlético Madrid ,2 ,2 ,56% ,44% ,8 ,11 ,5 ,5 ,2 ,4 ,1 ,2 ,2 ,6 ,2 ,5 ,12 ,9 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,1 ,4 ,6 ,4 ,5 ,3 ,3 ,520 ,404 ,411 (79%) ,294 (73%) ,58 ,70 ,21 ,21 ,63% ,37% ,4 ,3 ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,1 ,2 ,1 ,2 ,2 ,0 ,1 ,337 ,200 ,274 (81%) ,140 (70%) ,24 ,29 ,7 ,11 ,47% ,53% ,4 ,8 ,3 ,4 ,1 ,3 ,0 ,1 ,1 ,6 ,1 ,3 ,1 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,5 ,2 ,3 ,3 ,2 ,183 ,204 ,137 (75%) ,154 (75%) ,34 ,41 ,14 ,10 ,
LaLiga ,16/17 ,19 ,Real Betis ,Sporting Gijón ,0 ,0 ,53% ,47% ,16 ,7 ,4 ,1 ,6 ,4 ,6 ,2 ,9 ,5 ,6 ,2 ,14 ,20 ,2 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,11 ,4 ,5 ,3 ,1 ,4 ,369 ,325 ,262 (71%) ,225 (69%) ,56 ,50 ,15 ,15 ,46% ,54% ,10 ,5 ,3 ,1 ,4 ,2 ,3 ,2 ,6 ,4 ,4 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,7 ,2 ,3 ,3 ,1 ,3 ,157 ,179 ,105 (67%) ,128 (72%) ,20 ,20 ,7 ,6 ,59% ,41% ,6 ,2 ,1 ,0 ,2 ,2 ,3 ,0 ,3 ,1 ,2 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,4 ,2 ,2 ,0 ,0 ,1 ,212 ,146 ,157 (74%) ,97 (66%) ,36 ,30 ,8 ,9 ,
LaLiga ,16/17 ,19 ,Real Sociedad ,Celta Vigo ,1 ,0 ,59% ,41% ,17 ,11 ,6 ,5 ,9 ,4 ,2 ,2 ,4 ,3 ,1 ,3 ,13 ,12 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,10 ,7 ,7 ,4 ,5 ,5 ,539 ,371 ,422 (78%) ,262 (71%) ,51 ,51 ,12 ,18 ,61% ,39% ,9 ,5 ,2 ,2 ,6 ,2 ,1 ,1 ,2 ,1 ,0 ,3 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,3 ,5 ,2 ,2 ,2 ,268 ,169 ,212 (79%) ,116 (69%) ,27 ,24 ,5 ,11 ,57% ,43% ,8 ,6 ,4 ,3 ,3 ,2 ,1 ,1 ,2 ,2 ,1 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,4 ,2 ,2 ,3 ,3 ,271 ,202 ,210 (77%) ,146 (72%) ,24 ,27 ,7 ,7 ,
LaLiga ,16/17 ,19 ,Eibar ,Barcelona ,0 ,4 ,38% ,62% ,14 ,14 ,6 ,7 ,6 ,5 ,2 ,2 ,8 ,5 ,3 ,2 ,12 ,4 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,5 ,9 ,9 ,5 ,3 ,6 ,334 ,578 ,238 (71%) ,466 (81%) ,38 ,41 ,7 ,7 ,32% ,68% ,5 ,9 ,4 ,3 ,1 ,5 ,0 ,1 ,2 ,3 ,2 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,1 ,4 ,4 ,5 ,2 ,4 ,139 ,306 ,95 (68%) ,252 (82%) ,19 ,22 ,2 ,3 ,43% ,57% ,9 ,5 ,2 ,4 ,5 ,0 ,2 ,1 ,6 ,2 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,4 ,5 ,5 ,0 ,1 ,2 ,195 ,272 ,143 (73%) ,214 (79%) ,19 ,19 ,5 ,4 ,
LaLiga ,16/17 ,20 ,Osasuna ,Málaga ,1 ,1 ,45% ,55% ,14 ,14 ,2 ,5 ,7 ,6 ,5 ,3 ,4 ,6 ,4 ,3 ,9 ,16 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,8 ,11 ,6 ,3 ,4 ,1 ,342 ,415 ,207 (61%) ,282 (68%) ,70 ,53 ,29 ,25 ,40% ,60% ,4 ,6 ,0 ,4 ,2 ,2 ,2 ,0 ,2 ,3 ,2 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,5 ,1 ,1 ,4 ,0 ,148 ,220 ,81 (55%) ,161 (73%) ,36 ,21 ,16 ,8 ,50% ,50% ,10 ,8 ,2 ,1 ,5 ,4 ,3 ,3 ,2 ,3 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,6 ,5 ,2 ,0 ,1 ,194 ,195 ,126 (65%) ,121 (62%) ,34 ,32 ,13 ,17 ,
LaLiga ,16/17 ,20 ,Villarreal ,Granada ,2 ,0 ,69% ,31% ,18 ,7 ,6 ,0 ,9 ,4 ,3 ,3 ,7 ,4 ,3 ,1 ,11 ,18 ,3 ,2 ,null ,null ,null ,null ,null ,null ,2 ,1 ,null ,null ,11 ,4 ,7 ,3 ,0 ,4 ,630 ,269 ,548 (87%) ,180 (67%) ,48 ,53 ,7 ,12 ,69% ,31% ,7 ,4 ,3 ,0 ,3 ,2 ,1 ,2 ,4 ,2 ,2 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,4 ,2 ,3 ,2 ,0 ,2 ,269 ,110 ,234 (87%) ,69 (63%) ,22 ,19 ,4 ,4 ,68% ,32% ,11 ,3 ,3 ,0 ,6 ,2 ,2 ,1 ,3 ,2 ,1 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,1 ,null ,null ,7 ,2 ,4 ,1 ,0 ,2 ,361 ,159 ,314 (87%) ,111 (70%) ,26 ,34 ,3 ,8 ,
LaLiga ,16/17 ,20 ,Deportivo Alavés ,Atlético Madrid ,0 ,0 ,60% ,40% ,19 ,8 ,4 ,2 ,12 ,4 ,3 ,2 ,7 ,2 ,2 ,2 ,19 ,18 ,3 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,13 ,5 ,6 ,3 ,2 ,4 ,491 ,324 ,386 (79%) ,229 (71%) ,80 ,68 ,24 ,21 ,66% ,34% ,8 ,5 ,1 ,1 ,6 ,2 ,1 ,2 ,2 ,0 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,3 ,3 ,2 ,1 ,1 ,321 ,162 ,261 (81%) ,113 (70%) ,44 ,35 ,16 ,10 ,52% ,48% ,11 ,3 ,3 ,1 ,6 ,2 ,2 ,0 ,5 ,2 ,1 ,1 ,3 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,8 ,2 ,3 ,1 ,1 ,3 ,170 ,162 ,125 (74%) ,116 (72%) ,36 ,33 ,8 ,11 ,
LaLiga ,16/17 ,20 ,Eibar ,Deportivo La Coruña ,3 ,1 ,42% ,58% ,12 ,20 ,6 ,7 ,4 ,7 ,2 ,6 ,9 ,10 ,2 ,3 ,14 ,7 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,6 ,11 ,6 ,9 ,6 ,3 ,297 ,405 ,191 (64%) ,284 (70%) ,44 ,51 ,19 ,20 ,45% ,55% ,6 ,8 ,3 ,2 ,3 ,4 ,0 ,2 ,3 ,2 ,2 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,3 ,4 ,3 ,4 ,1 ,1 ,158 ,192 ,103 (65%) ,128 (67%) ,23 ,20 ,8 ,10 ,39% ,61% ,6 ,12 ,3 ,5 ,1 ,3 ,2 ,4 ,6 ,8 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,3 ,7 ,3 ,5 ,5 ,2 ,139 ,213 ,88 (63%) ,156 (73%) ,21 ,31 ,11 ,10 ,
LaLiga ,16/17 ,20 ,Leganés ,Celta Vigo ,0 ,2 ,52% ,48% ,6 ,3 ,0 ,3 ,4 ,0 ,2 ,0 ,8 ,0 ,1 ,3 ,20 ,14 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,2 ,3 ,1 ,1 ,0 ,405 ,380 ,249 (61%) ,227 (60%) ,57 ,78 ,20 ,22 ,49% ,51% ,2 ,2 ,0 ,2 ,1 ,0 ,1 ,0 ,3 ,0 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,1 ,1 ,1 ,0 ,196 ,203 ,118 (60%) ,125 (62%) ,36 ,37 ,16 ,11 ,55% ,45% ,4 ,1 ,0 ,1 ,3 ,0 ,1 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,1 ,2 ,0 ,0 ,0 ,209 ,177 ,131 (63%) ,102 (58%) ,21 ,41 ,4 ,11 ,
LaLiga ,16/17 ,20 ,Real Betis ,Barcelona ,1 ,1 ,33% ,67% ,17 ,10 ,7 ,4 ,8 ,3 ,2 ,3 ,8 ,2 ,1 ,2 ,17 ,12 ,2 ,3 ,null ,null ,null ,null ,null ,null ,2 ,0 ,1 ,0 ,9 ,4 ,8 ,6 ,3 ,6 ,268 ,553 ,199 (74%) ,459 (83%) ,53 ,55 ,10 ,4 ,28% ,72% ,10 ,4 ,3 ,2 ,5 ,2 ,2 ,0 ,5 ,1 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,6 ,2 ,4 ,2 ,2 ,3 ,126 ,330 ,100 (79%) ,287 (87%) ,32 ,27 ,6 ,2 ,39% ,61% ,7 ,6 ,4 ,2 ,3 ,1 ,0 ,3 ,3 ,1 ,0 ,1 ,2 ,2 ,null ,null ,null ,null ,null ,null ,2 ,0 ,1 ,0 ,3 ,2 ,4 ,4 ,1 ,3 ,142 ,223 ,99 (70%) ,172 (77%) ,21 ,28 ,4 ,2 ,
LaLiga ,16/17 ,20 ,Espanyol ,Sevilla ,3 ,1 ,41% ,59% ,16 ,12 ,8 ,5 ,5 ,3 ,3 ,4 ,7 ,4 ,0 ,1 ,18 ,14 ,2 ,2 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,null ,null ,9 ,8 ,7 ,4 ,4 ,4 ,350 ,506 ,276 (79%) ,432 (85%) ,56 ,52 ,13 ,13 ,47% ,53% ,10 ,5 ,5 ,4 ,2 ,1 ,3 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,null ,null ,null ,null ,0 ,0 ,null ,null ,5 ,3 ,5 ,2 ,3 ,3 ,190 ,222 ,160 (84%) ,188 (85%) ,29 ,26 ,7 ,7 ,36% ,64% ,6 ,7 ,3 ,1 ,3 ,2 ,0 ,4 ,1 ,4 ,0 ,0 ,1 ,2 ,0 ,0 ,null ,null ,null ,null ,1 ,0 ,null ,null ,4 ,5 ,2 ,2 ,1 ,1 ,160 ,284 ,116 (73%) ,244 (86%) ,27 ,26 ,6 ,6 ,
LaLiga ,16/17 ,20 ,Athletic Bilbao ,Sporting Gijón ,2 ,1 ,65% ,35% ,11 ,5 ,6 ,3 ,3 ,2 ,2 ,0 ,5 ,0 ,6 ,2 ,11 ,22 ,4 ,5 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,8 ,3 ,3 ,2 ,2 ,4 ,491 ,270 ,405 (82%) ,169 (63%) ,61 ,48 ,14 ,13 ,69% ,31% ,4 ,4 ,1 ,2 ,2 ,2 ,1 ,0 ,2 ,0 ,3 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,2 ,2 ,2 ,1 ,1 ,290 ,128 ,246 (85%) ,79 (62%) ,30 ,27 ,9 ,8 ,59% ,41% ,7 ,1 ,5 ,1 ,1 ,0 ,1 ,0 ,3 ,0 ,3 ,1 ,4 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,1 ,1 ,0 ,1 ,3 ,201 ,142 ,159 (79%) ,90 (63%) ,31 ,21 ,5 ,5 ,
LaLiga ,16/17 ,20 ,Real Madrid ,Real Sociedad ,3 ,0 ,43% ,57% ,7 ,9 ,4 ,3 ,2 ,2 ,1 ,4 ,0 ,3 ,3 ,2 ,15 ,12 ,2 ,3 ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,0 ,5 ,2 ,2 ,7 ,3 ,1 ,409 ,533 ,320 (78%) ,470 (88%) ,68 ,40 ,9 ,5 ,47% ,53% ,4 ,4 ,1 ,2 ,2 ,2 ,1 ,0 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,1 ,2 ,3 ,2 ,0 ,234 ,256 ,185 (79%) ,223 (87%) ,34 ,20 ,6 ,4 ,38% ,62% ,3 ,5 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,2 ,2 ,0 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,0 ,3 ,1 ,0 ,4 ,1 ,1 ,175 ,277 ,135 (77%) ,247 (89%) ,34 ,20 ,3 ,1 ,
LaLiga ,16/17 ,20 ,Las Palmas ,Valencia ,3 ,1 ,62% ,38% ,9 ,8 ,4 ,3 ,3 ,3 ,2 ,2 ,6 ,3 ,5 ,5 ,17 ,13 ,1 ,5 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,4 ,3 ,4 ,2 ,1 ,592 ,342 ,511 (86%) ,262 (77%) ,51 ,47 ,11 ,9 ,60% ,40% ,5 ,2 ,1 ,1 ,2 ,1 ,2 ,0 ,3 ,0 ,2 ,3 ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,2 ,1 ,0 ,0 ,0 ,317 ,205 ,269 (85%) ,156 (76%) ,25 ,24 ,7 ,4 ,65% ,35% ,4 ,6 ,3 ,2 ,1 ,2 ,0 ,2 ,3 ,3 ,3 ,2 ,1 ,3 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,2 ,2 ,4 ,2 ,1 ,275 ,137 ,242 (88%) ,106 (77%) ,26 ,23 ,4 ,5 ,
LaLiga ,16/17 ,21 ,Deportivo La Coruña ,Real Betis ,null ,null ,  null statistic for game 0  with id 7127629 at round 21
LaLiga ,16/17 ,21 ,Málaga ,Espanyol ,0 ,1 ,58% ,42% ,20 ,4 ,6 ,3 ,9 ,1 ,5 ,0 ,17 ,2 ,2 ,1 ,9 ,18 ,1 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,15 ,1 ,5 ,3 ,2 ,6 ,487 ,370 ,373 (77%) ,248 (67%) ,71 ,65 ,20 ,19 ,55% ,45% ,10 ,4 ,3 ,3 ,5 ,1 ,2 ,0 ,1 ,2 ,0 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,1 ,5 ,3 ,2 ,3 ,238 ,188 ,182 (76%) ,131 (70%) ,34 ,27 ,12 ,4 ,60% ,40% ,10 ,0 ,3 ,0 ,4 ,0 ,3 ,0 ,16 ,0 ,2 ,1 ,0 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,10 ,0 ,0 ,0 ,0 ,3 ,249 ,182 ,191 (77%) ,117 (64%) ,37 ,38 ,8 ,15 ,
LaLiga ,16/17 ,21 ,Barcelona ,Athletic Bilbao ,3 ,0 ,53% ,47% ,16 ,11 ,6 ,6 ,7 ,5 ,3 ,0 ,7 ,2 ,0 ,2 ,11 ,18 ,1 ,3 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,11 ,7 ,5 ,4 ,6 ,3 ,507 ,420 ,413 (81%) ,347 (83%) ,64 ,52 ,8 ,6 ,56% ,44% ,5 ,7 ,2 ,3 ,2 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,4 ,4 ,1 ,3 ,3 ,0 ,260 ,194 ,221 (85%) ,160 (82%) ,32 ,26 ,3 ,1 ,51% ,49% ,11 ,4 ,4 ,3 ,5 ,1 ,2 ,0 ,7 ,1 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,7 ,3 ,4 ,1 ,3 ,3 ,247 ,226 ,192 (78%) ,187 (83%) ,32 ,26 ,5 ,5 ,
LaLiga ,16/17 ,21 ,Atlético Madrid ,Leganés ,2 ,0 ,59% ,41% ,12 ,15 ,4 ,2 ,5 ,7 ,3 ,6 ,3 ,6 ,5 ,0 ,10 ,15 ,1 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,9 ,7 ,6 ,3 ,2 ,597 ,395 ,499 (84%) ,292 (74%) ,57 ,53 ,11 ,7 ,65% ,35% ,6 ,6 ,2 ,0 ,3 ,4 ,1 ,2 ,0 ,2 ,2 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,3 ,3 ,3 ,0 ,1 ,319 ,171 ,272 (85%) ,121 (71%) ,24 ,21 ,6 ,1 ,54% ,46% ,6 ,9 ,2 ,2 ,2 ,3 ,2 ,4 ,3 ,4 ,3 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,2 ,6 ,4 ,3 ,3 ,1 ,278 ,224 ,227 (82%) ,171 (76%) ,33 ,32 ,5 ,6 ,
LaLiga ,16/17 ,21 ,Valencia ,Eibar ,0 ,4 ,48% ,52% ,8 ,11 ,1 ,7 ,5 ,3 ,2 ,1 ,2 ,6 ,3 ,2 ,12 ,10 ,2 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,6 ,3 ,5 ,3 ,1 ,433 ,452 ,330 (76%) ,360 (80%) ,66 ,55 ,16 ,15 ,49% ,51% ,3 ,7 ,0 ,3 ,3 ,3 ,0 ,1 ,0 ,3 ,0 ,2 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,3 ,2 ,4 ,1 ,0 ,206 ,198 ,151 (73%) ,151 (76%) ,32 ,33 ,8 ,12 ,47% ,53% ,5 ,4 ,1 ,4 ,2 ,0 ,2 ,0 ,2 ,3 ,3 ,0 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,3 ,1 ,1 ,2 ,1 ,227 ,254 ,179 (79%) ,209 (82%) ,34 ,22 ,8 ,3 ,
LaLiga ,16/17 ,21 ,Sevilla ,Villarreal ,0 ,0 ,65% ,35% ,14 ,11 ,4 ,4 ,4 ,5 ,6 ,2 ,9 ,0 ,3 ,0 ,14 ,16 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,12 ,6 ,2 ,5 ,4 ,4 ,649 ,347 ,549 (85%) ,257 (74%) ,45 ,42 ,10 ,9 ,63% ,37% ,7 ,8 ,1 ,3 ,4 ,3 ,2 ,2 ,1 ,0 ,1 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,4 ,1 ,4 ,3 ,1 ,332 ,194 ,286 (86%) ,151 (78%) ,17 ,23 ,5 ,6 ,68% ,32% ,7 ,3 ,3 ,1 ,0 ,2 ,4 ,0 ,8 ,0 ,2 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,2 ,1 ,1 ,1 ,3 ,317 ,153 ,263 (83%) ,106 (69%) ,28 ,19 ,5 ,3 ,
LaLiga ,16/17 ,21 ,Sporting Gijón ,Deportivo Alavés ,2 ,4 ,63% ,37% ,12 ,14 ,4 ,7 ,5 ,3 ,3 ,4 ,8 ,4 ,1 ,6 ,20 ,20 ,7 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,3 ,8 ,8 ,4 ,6 ,3 ,2 ,436 ,263 ,313 (72%) ,165 (63%) ,54 ,67 ,14 ,22 ,61% ,39% ,2 ,7 ,0 ,3 ,1 ,1 ,1 ,3 ,3 ,3 ,1 ,2 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,3 ,1 ,4 ,1 ,3 ,2 ,0 ,208 ,133 ,137 (66%) ,84 (63%) ,32 ,39 ,9 ,17 ,65% ,35% ,10 ,7 ,4 ,4 ,4 ,2 ,2 ,1 ,5 ,1 ,0 ,4 ,5 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,7 ,4 ,3 ,3 ,1 ,2 ,228 ,130 ,176 (77%) ,81 (62%) ,22 ,28 ,5 ,5 ,
LaLiga ,16/17 ,21 ,Real Sociedad ,Osasuna ,3 ,2 ,57% ,43% ,13 ,11 ,6 ,5 ,4 ,4 ,3 ,2 ,3 ,2 ,2 ,1 ,6 ,22 ,2 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,6 ,9 ,7 ,2 ,2 ,3 ,459 ,336 ,337 (73%) ,228 (68%) ,68 ,55 ,12 ,8 ,61% ,39% ,7 ,5 ,2 ,2 ,3 ,2 ,2 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,2 ,4 ,5 ,1 ,1 ,2 ,235 ,147 ,180 (77%) ,106 (72%) ,32 ,21 ,6 ,4 ,54% ,46% ,6 ,6 ,4 ,3 ,1 ,2 ,1 ,1 ,1 ,2 ,2 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,4 ,5 ,2 ,1 ,1 ,1 ,224 ,189 ,157 (70%) ,122 (65%) ,36 ,34 ,6 ,4 ,
LaLiga ,16/17 ,21 ,Celta Vigo ,Real Madrid ,null ,null ,  null statistic for game 8  with id 7127627 at round 21
