League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
Premier League ,15/16 ,9 ,West Bromwich Albion ,Sunderland ,1 ,0 ,56% ,44% ,9 ,9 ,2 ,2 ,5 ,1 ,2 ,6 ,1 ,5 ,2 ,5 ,0 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,7 ,4 ,2 ,5 ,2 ,1 ,452 ,352 ,348 (77%) ,256 (73%) ,59 ,62 ,29 ,22 ,52% ,48% ,4 ,6 ,0 ,1 ,4 ,0 ,0 ,5 ,0 ,3 ,1 ,4 ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,3 ,1 ,3 ,1 ,0 ,218 ,201 ,168 (77%) ,154 (77%) ,28 ,30 ,15 ,11 ,60% ,40% ,5 ,3 ,2 ,1 ,1 ,1 ,2 ,1 ,1 ,2 ,1 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,4 ,1 ,1 ,2 ,1 ,1 ,234 ,151 ,180 (77%) ,102 (68%) ,31 ,32 ,14 ,11 ,
Premier League ,15/16 ,9 ,Watford ,Arsenal ,0 ,3 ,33% ,67% ,8 ,17 ,1 ,6 ,6 ,5 ,1 ,6 ,3 ,9 ,1 ,4 ,0 ,0 ,2 ,1 ,null ,null ,0 ,1 ,null ,null ,2 ,13 ,6 ,4 ,3 ,1 ,306 ,627 ,226 (74%) ,551 (88%) ,55 ,58 ,10 ,12 ,35% ,65% ,4 ,9 ,1 ,2 ,3 ,4 ,0 ,3 ,1 ,3 ,0 ,3 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,1 ,6 ,3 ,3 ,2 ,1 ,173 ,315 ,127 (73%) ,275 (87%) ,31 ,25 ,7 ,5 ,30% ,70% ,4 ,8 ,0 ,4 ,3 ,1 ,1 ,3 ,2 ,6 ,1 ,1 ,2 ,1 ,null ,null ,0 ,0 ,null ,null ,1 ,7 ,3 ,1 ,1 ,0 ,133 ,312 ,99 (74%) ,276 (88%) ,24 ,33 ,3 ,7 ,
Premier League ,15/16 ,9 ,Newcastle United ,Norwich City ,6 ,2 ,44% ,56% ,11 ,18 ,6 ,6 ,2 ,6 ,3 ,6 ,3 ,7 ,3 ,1 ,0 ,0 ,1 ,1 ,null ,null ,0 ,2 ,4 ,0 ,10 ,8 ,1 ,10 ,3 ,0 ,373 ,463 ,285 (76%) ,374 (81%) ,49 ,73 ,16 ,23 ,48% ,52% ,8 ,5 ,3 ,2 ,2 ,1 ,3 ,2 ,0 ,1 ,1 ,1 ,1 ,0 ,null ,null ,0 ,1 ,2 ,0 ,8 ,3 ,0 ,2 ,0 ,0 ,203 ,211 ,158 (78%) ,166 (79%) ,22 ,36 ,8 ,16 ,40% ,60% ,3 ,13 ,3 ,4 ,0 ,5 ,0 ,4 ,3 ,6 ,2 ,0 ,0 ,1 ,null ,null ,0 ,1 ,2 ,0 ,2 ,5 ,1 ,8 ,3 ,0 ,170 ,252 ,127 (75%) ,208 (83%) ,27 ,37 ,8 ,7 ,
Premier League ,15/16 ,9 ,Swansea City ,Stoke City ,0 ,1 ,54% ,46% ,14 ,9 ,2 ,2 ,10 ,6 ,2 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,2 ,2 ,null ,null ,1 ,0 ,null ,null ,5 ,6 ,9 ,3 ,1 ,2 ,548 ,472 ,489 (89%) ,382 (81%) ,58 ,54 ,12 ,11 ,45% ,55% ,4 ,5 ,1 ,1 ,3 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,null ,null ,0 ,0 ,null ,null ,1 ,4 ,3 ,1 ,0 ,1 ,235 ,285 ,208 (89%) ,244 (86%) ,30 ,25 ,6 ,5 ,62% ,38% ,10 ,4 ,1 ,1 ,7 ,3 ,2 ,0 ,0 ,2 ,1 ,2 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,4 ,2 ,6 ,2 ,1 ,1 ,313 ,187 ,281 (90%) ,138 (74%) ,28 ,29 ,6 ,6 ,
Premier League ,15/16 ,10 ,Aston Villa ,Swansea City ,1 ,2 ,47% ,53% ,9 ,10 ,3 ,4 ,5 ,5 ,1 ,1 ,4 ,6 ,0 ,4 ,0 ,0 ,2 ,3 ,null ,null ,null ,null ,null ,null ,6 ,5 ,3 ,5 ,2 ,2 ,377 ,419 ,273 (72%) ,317 (76%) ,58 ,54 ,22 ,22 ,49% ,51% ,4 ,2 ,1 ,0 ,3 ,2 ,0 ,0 ,2 ,3 ,0 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,3 ,1 ,1 ,1 ,0 ,1 ,204 ,215 ,153 (75%) ,161 (75%) ,25 ,31 ,10 ,13 ,46% ,54% ,5 ,8 ,2 ,4 ,2 ,3 ,1 ,1 ,2 ,3 ,0 ,3 ,1 ,1 ,null ,null ,null ,null ,null ,null ,3 ,4 ,2 ,4 ,2 ,1 ,173 ,204 ,120 (69%) ,156 (76%) ,33 ,23 ,12 ,9 ,
Premier League ,15/16 ,10 ,Leicester City ,Crystal Palace ,1 ,0 ,47% ,53% ,12 ,9 ,3 ,4 ,5 ,3 ,4 ,2 ,3 ,2 ,2 ,3 ,0 ,0 ,3 ,1 ,null ,null ,1 ,0 ,null ,null ,3 ,3 ,9 ,6 ,4 ,2 ,426 ,456 ,327 (77%) ,347 (76%) ,61 ,57 ,20 ,27 ,51% ,49% ,7 ,2 ,2 ,1 ,3 ,0 ,2 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,1 ,0 ,6 ,2 ,1 ,2 ,256 ,242 ,214 (84%) ,191 (79%) ,27 ,18 ,9 ,9 ,43% ,57% ,5 ,7 ,1 ,3 ,2 ,3 ,2 ,1 ,2 ,2 ,1 ,2 ,3 ,1 ,null ,null ,0 ,0 ,null ,null ,2 ,3 ,3 ,4 ,3 ,0 ,170 ,214 ,113 (66%) ,156 (73%) ,34 ,39 ,11 ,18 ,
Premier League ,15/16 ,10 ,Norwich City ,West Bromwich Albion ,0 ,1 ,60% ,40% ,16 ,7 ,3 ,4 ,9 ,3 ,4 ,0 ,13 ,3 ,4 ,0 ,0 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,8 ,4 ,8 ,3 ,3 ,3 ,466 ,316 ,377 (81%) ,196 (62%) ,48 ,50 ,24 ,25 ,62% ,38% ,9 ,5 ,2 ,2 ,4 ,3 ,3 ,0 ,5 ,2 ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,5 ,3 ,4 ,2 ,2 ,2 ,225 ,132 ,186 (83%) ,75 (57%) ,23 ,26 ,11 ,13 ,58% ,42% ,7 ,2 ,1 ,2 ,5 ,0 ,1 ,0 ,8 ,1 ,2 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,3 ,1 ,4 ,1 ,1 ,1 ,241 ,184 ,191 (79%) ,121 (66%) ,25 ,24 ,13 ,12 ,
Premier League ,15/16 ,10 ,Stoke City ,Watford ,0 ,2 ,66% ,34% ,11 ,13 ,0 ,3 ,8 ,5 ,3 ,5 ,11 ,5 ,8 ,0 ,0 ,0 ,3 ,1 ,null ,null ,0 ,2 ,null ,null ,4 ,6 ,7 ,7 ,1 ,0 ,526 ,269 ,440 (84%) ,188 (70%) ,54 ,45 ,13 ,13 ,69% ,31% ,6 ,6 ,0 ,1 ,4 ,2 ,2 ,3 ,7 ,1 ,1 ,0 ,0 ,0 ,null ,null ,0 ,2 ,null ,null ,1 ,4 ,5 ,2 ,0 ,0 ,295 ,131 ,252 (85%) ,96 (73%) ,28 ,18 ,6 ,5 ,62% ,38% ,5 ,7 ,0 ,2 ,4 ,3 ,1 ,2 ,4 ,4 ,7 ,0 ,3 ,1 ,null ,null ,0 ,0 ,null ,null ,3 ,2 ,2 ,5 ,1 ,0 ,231 ,138 ,188 (81%) ,92 (67%) ,26 ,27 ,7 ,8 ,
Premier League ,15/16 ,10 ,West Ham United ,Chelsea ,2 ,1 ,45% ,55% ,12 ,9 ,5 ,4 ,4 ,5 ,3 ,0 ,7 ,4 ,4 ,5 ,0 ,0 ,1 ,7 ,0 ,1 ,null ,null ,0 ,1 ,6 ,6 ,6 ,3 ,2 ,3 ,370 ,457 ,282 (76%) ,365 (80%) ,53 ,55 ,13 ,15 ,37% ,63% ,6 ,5 ,3 ,2 ,2 ,3 ,1 ,0 ,3 ,3 ,2 ,2 ,0 ,5 ,0 ,1 ,null ,null ,0 ,0 ,3 ,3 ,3 ,2 ,1 ,2 ,151 ,248 ,102 (68%) ,209 (84%) ,29 ,30 ,4 ,9 ,52% ,48% ,6 ,4 ,2 ,2 ,2 ,2 ,2 ,0 ,4 ,1 ,2 ,3 ,1 ,2 ,0 ,0 ,null ,null ,0 ,1 ,3 ,3 ,3 ,1 ,1 ,1 ,219 ,209 ,180 (82%) ,156 (75%) ,24 ,25 ,9 ,6 ,
Premier League ,15/16 ,10 ,Arsenal ,Everton ,2 ,1 ,56% ,44% ,20 ,10 ,5 ,5 ,9 ,3 ,6 ,2 ,7 ,5 ,0 ,2 ,0 ,0 ,2 ,2 ,0 ,1 ,2 ,1 ,null ,null ,15 ,5 ,5 ,5 ,4 ,3 ,527 ,404 ,449 (85%) ,322 (80%) ,63 ,71 ,13 ,8 ,54% ,46% ,7 ,3 ,2 ,1 ,4 ,1 ,1 ,1 ,4 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,null ,null ,6 ,1 ,1 ,2 ,0 ,0 ,261 ,213 ,226 (87%) ,171 (80%) ,30 ,35 ,7 ,4 ,57% ,43% ,13 ,7 ,3 ,4 ,5 ,2 ,5 ,1 ,3 ,2 ,0 ,2 ,1 ,2 ,0 ,1 ,2 ,1 ,null ,null ,9 ,4 ,4 ,3 ,4 ,3 ,266 ,191 ,223 (84%) ,151 (79%) ,33 ,36 ,6 ,4 ,
Premier League ,15/16 ,10 ,Sunderland ,Newcastle United ,3 ,0 ,39% ,61% ,9 ,21 ,3 ,8 ,1 ,8 ,5 ,5 ,1 ,10 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 ,2 ,0 ,6 ,13 ,3 ,8 ,8 ,0 ,311 ,456 ,220 (71%) ,364 (80%) ,42 ,60 ,17 ,14 ,32% ,68% ,3 ,12 ,1 ,5 ,0 ,4 ,2 ,3 ,0 ,6 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,9 ,1 ,3 ,5 ,0 ,117 ,245 ,72 (62%) ,197 (80%) ,21 ,29 ,11 ,8 ,46% ,54% ,6 ,9 ,2 ,3 ,1 ,4 ,3 ,2 ,1 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,4 ,4 ,2 ,5 ,3 ,0 ,194 ,211 ,148 (76%) ,167 (79%) ,21 ,31 ,6 ,6 ,
Premier League ,15/16 ,10 ,Bournemouth ,Tottenham ,1 ,5 ,45% ,55% ,11 ,14 ,3 ,9 ,6 ,2 ,2 ,3 ,4 ,5 ,3 ,5 ,0 ,0 ,0 ,1 ,null ,null ,1 ,1 ,null ,null ,6 ,9 ,5 ,5 ,4 ,1 ,401 ,490 ,302 (75%) ,403 (82%) ,62 ,57 ,12 ,19 ,44% ,56% ,6 ,6 ,2 ,4 ,3 ,1 ,1 ,1 ,1 ,2 ,1 ,4 ,0 ,1 ,null ,null ,1 ,0 ,null ,null ,5 ,4 ,1 ,2 ,1 ,0 ,172 ,227 ,121 (70%) ,180 (79%) ,34 ,38 ,5 ,14 ,46% ,54% ,5 ,8 ,1 ,5 ,3 ,1 ,1 ,2 ,3 ,3 ,2 ,1 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,1 ,5 ,4 ,3 ,3 ,1 ,229 ,263 ,181 (79%) ,223 (85%) ,28 ,19 ,7 ,5 ,
Premier League ,15/16 ,10 ,Manchester United ,Manchester City ,0 ,0 ,58% ,42% ,6 ,6 ,1 ,1 ,2 ,2 ,3 ,3 ,6 ,4 ,null ,null ,0 ,0 ,2 ,2 ,null ,null ,1 ,0 ,null ,null ,4 ,3 ,2 ,3 ,1 ,1 ,543 ,386 ,446 (82%) ,279 (72%) ,67 ,66 ,23 ,15 ,58% ,42% ,0 ,4 ,0 ,0 ,0 ,2 ,0 ,2 ,1 ,3 ,null ,null ,1 ,2 ,null ,null ,0 ,0 ,null ,null ,0 ,3 ,0 ,1 ,0 ,0 ,260 ,183 ,213 (82%) ,136 (74%) ,35 ,29 ,6 ,7 ,59% ,41% ,6 ,2 ,1 ,1 ,2 ,0 ,3 ,1 ,5 ,1 ,null ,null ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,4 ,0 ,2 ,2 ,1 ,1 ,283 ,203 ,233 (82%) ,143 (70%) ,32 ,37 ,17 ,8 ,
Premier League ,15/16 ,10 ,Liverpool ,Southampton ,1 ,1 ,60% ,40% ,15 ,8 ,2 ,3 ,8 ,3 ,5 ,2 ,10 ,7 ,4 ,2 ,0 ,0 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,8 ,7 ,7 ,1 ,2 ,1 ,586 ,383 ,484 (83%) ,279 (73%) ,62 ,63 ,15 ,20 ,60% ,40% ,9 ,4 ,1 ,2 ,4 ,1 ,4 ,1 ,2 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,4 ,3 ,5 ,1 ,2 ,1 ,325 ,210 ,277 (85%) ,159 (76%) ,34 ,30 ,5 ,9 ,60% ,40% ,6 ,4 ,1 ,1 ,4 ,2 ,1 ,1 ,8 ,4 ,2 ,1 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,4 ,4 ,2 ,0 ,0 ,0 ,261 ,173 ,207 (79%) ,120 (69%) ,28 ,33 ,10 ,11 ,
Premier League ,15/16 ,11 ,Chelsea ,Liverpool ,1 ,3 ,42% ,58% ,8 ,16 ,2 ,7 ,2 ,5 ,4 ,4 ,1 ,7 ,3 ,2 ,0 ,0 ,1 ,4 ,null ,null ,null ,null ,0 ,1 ,5 ,10 ,3 ,6 ,4 ,1 ,418 ,568 ,326 (78%) ,468 (82%) ,79 ,58 ,14 ,13 ,35% ,65% ,1 ,7 ,1 ,4 ,0 ,2 ,0 ,1 ,0 ,2 ,2 ,2 ,0 ,1 ,null ,null ,null ,null ,0 ,0 ,1 ,4 ,0 ,3 ,3 ,0 ,183 ,332 ,137 (75%) ,282 (85%) ,41 ,31 ,5 ,6 ,50% ,50% ,7 ,9 ,1 ,3 ,2 ,3 ,4 ,3 ,1 ,5 ,1 ,0 ,1 ,3 ,null ,null ,null ,null ,0 ,1 ,4 ,6 ,3 ,3 ,1 ,1 ,235 ,236 ,189 (80%) ,186 (79%) ,38 ,27 ,9 ,7 ,
Premier League ,15/16 ,11 ,Crystal Palace ,Manchester United ,0 ,0 ,44% ,56% ,10 ,5 ,5 ,1 ,3 ,2 ,2 ,2 ,7 ,3 ,0 ,1 ,0 ,0 ,3 ,3 ,null ,null ,1 ,0 ,null ,null ,10 ,2 ,0 ,3 ,1 ,5 ,355 ,456 ,271 (76%) ,375 (82%) ,59 ,54 ,15 ,15 ,39% ,61% ,5 ,2 ,4 ,1 ,0 ,1 ,1 ,0 ,4 ,2 ,0 ,1 ,2 ,0 ,null ,null ,1 ,0 ,null ,null ,5 ,1 ,0 ,1 ,1 ,4 ,172 ,274 ,135 (78%) ,239 (87%) ,23 ,22 ,3 ,1 ,51% ,49% ,5 ,3 ,1 ,0 ,3 ,1 ,1 ,2 ,3 ,1 ,0 ,0 ,1 ,3 ,null ,null ,0 ,0 ,null ,null ,5 ,1 ,0 ,2 ,0 ,1 ,183 ,182 ,136 (74%) ,136 (75%) ,36 ,32 ,12 ,14 ,
Premier League ,15/16 ,11 ,Manchester City ,Norwich City ,2 ,1 ,70% ,30% ,21 ,5 ,5 ,3 ,10 ,1 ,6 ,1 ,12 ,4 ,4 ,0 ,0 ,0 ,2 ,2 ,0 ,1 ,null ,null ,null ,null ,15 ,4 ,6 ,1 ,2 ,3 ,722 ,296 ,648 (90%) ,215 (73%) ,57 ,37 ,21 ,10 ,70% ,30% ,10 ,3 ,3 ,1 ,4 ,1 ,3 ,1 ,6 ,2 ,4 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,6 ,3 ,4 ,0 ,1 ,3 ,355 ,148 ,324 (91%) ,115 (78%) ,27 ,21 ,11 ,9 ,71% ,29% ,11 ,2 ,2 ,2 ,6 ,0 ,3 ,0 ,6 ,2 ,0 ,0 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,9 ,1 ,2 ,1 ,1 ,0 ,367 ,148 ,324 (88%) ,100 (68%) ,30 ,16 ,10 ,1 ,
Premier League ,15/16 ,11 ,Newcastle United ,Stoke City ,0 ,0 ,52% ,48% ,15 ,9 ,6 ,2 ,5 ,6 ,4 ,1 ,11 ,4 ,4 ,5 ,0 ,0 ,1 ,3 ,null ,null ,1 ,0 ,null ,null ,11 ,8 ,4 ,1 ,2 ,6 ,412 ,388 ,336 (82%) ,306 (79%) ,52 ,38 ,13 ,8 ,49% ,51% ,4 ,2 ,1 ,0 ,2 ,2 ,1 ,0 ,3 ,2 ,3 ,2 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,4 ,1 ,0 ,1 ,0 ,1 ,218 ,226 ,180 (83%) ,182 (81%) ,27 ,17 ,8 ,1 ,55% ,45% ,11 ,7 ,5 ,2 ,3 ,4 ,3 ,1 ,8 ,2 ,1 ,3 ,1 ,3 ,null ,null ,0 ,0 ,null ,null ,7 ,7 ,4 ,0 ,2 ,5 ,194 ,162 ,156 (80%) ,124 (77%) ,25 ,21 ,5 ,7 ,
Premier League ,15/16 ,11 ,Swansea City ,Arsenal ,0 ,3 ,54% ,46% ,7 ,14 ,3 ,5 ,1 ,7 ,3 ,2 ,4 ,4 ,5 ,1 ,0 ,0 ,2 ,0 ,null ,null ,0 ,1 ,0 ,1 ,2 ,9 ,5 ,5 ,2 ,3 ,550 ,461 ,469 (85%) ,385 (84%) ,37 ,54 ,11 ,12 ,55% ,45% ,4 ,4 ,1 ,1 ,1 ,3 ,2 ,0 ,2 ,0 ,3 ,0 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,2 ,2 ,2 ,2 ,1 ,1 ,294 ,240 ,243 (83%) ,198 (83%) ,23 ,23 ,10 ,6 ,53% ,47% ,3 ,10 ,2 ,4 ,0 ,4 ,1 ,2 ,2 ,4 ,2 ,1 ,2 ,0 ,null ,null ,0 ,1 ,0 ,1 ,0 ,7 ,3 ,3 ,1 ,2 ,256 ,221 ,226 (88%) ,187 (85%) ,14 ,31 ,1 ,6 ,
Premier League ,15/16 ,11 ,Watford ,West Ham United ,2 ,0 ,50% ,50% ,20 ,8 ,5 ,3 ,6 ,5 ,9 ,0 ,7 ,2 ,3 ,3 ,0 ,0 ,3 ,1 ,0 ,1 ,0 ,1 ,null ,null ,15 ,5 ,5 ,3 ,3 ,3 ,400 ,397 ,303 (76%) ,317 (80%) ,49 ,58 ,12 ,24 ,54% ,46% ,11 ,3 ,3 ,2 ,2 ,1 ,6 ,0 ,6 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,9 ,2 ,2 ,1 ,2 ,2 ,209 ,187 ,158 (76%) ,150 (80%) ,23 ,27 ,6 ,12 ,47% ,53% ,9 ,5 ,2 ,1 ,4 ,4 ,3 ,0 ,1 ,2 ,1 ,2 ,3 ,1 ,0 ,1 ,0 ,1 ,null ,null ,6 ,3 ,3 ,2 ,1 ,1 ,191 ,210 ,145 (76%) ,167 (80%) ,26 ,31 ,6 ,12 ,
Premier League ,15/16 ,11 ,West Bromwich Albion ,Leicester City ,2 ,3 ,47% ,53% ,14 ,13 ,6 ,5 ,5 ,3 ,3 ,5 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,2 ,null ,null ,0 ,1 ,0 ,2 ,8 ,10 ,6 ,3 ,2 ,4 ,330 ,370 ,236 (72%) ,258 (70%) ,67 ,53 ,28 ,23 ,43% ,57% ,3 ,8 ,1 ,2 ,1 ,2 ,1 ,4 ,4 ,2 ,1 ,1 ,0 ,0 ,null ,null ,0 ,1 ,0 ,0 ,1 ,5 ,2 ,3 ,2 ,0 ,144 ,185 ,95 (66%) ,138 (75%) ,28 ,21 ,14 ,10 ,51% ,49% ,11 ,5 ,5 ,3 ,4 ,1 ,2 ,1 ,2 ,2 ,1 ,0 ,0 ,2 ,null ,null ,0 ,0 ,0 ,2 ,7 ,5 ,4 ,0 ,0 ,4 ,186 ,185 ,141 (76%) ,120 (65%) ,39 ,32 ,14 ,13 ,
Premier League ,15/16 ,11 ,Everton ,Sunderland ,6 ,2 ,67% ,33% ,15 ,17 ,8 ,9 ,5 ,3 ,2 ,5 ,6 ,1 ,3 ,2 ,0 ,0 ,3 ,2 ,null ,null ,0 ,2 ,2 ,1 ,9 ,11 ,7 ,6 ,7 ,3 ,687 ,326 ,619 (90%) ,253 (78%) ,32 ,50 ,12 ,13 ,73% ,27% ,9 ,8 ,5 ,4 ,2 ,3 ,2 ,1 ,3 ,0 ,0 ,0 ,0 ,1 ,null ,null ,0 ,2 ,0 ,1 ,3 ,7 ,6 ,1 ,3 ,3 ,370 ,131 ,331 (89%) ,99 (76%) ,12 ,28 ,5 ,8 ,61% ,39% ,6 ,9 ,3 ,5 ,3 ,0 ,0 ,4 ,3 ,1 ,3 ,2 ,3 ,1 ,null ,null ,0 ,0 ,2 ,0 ,6 ,4 ,1 ,5 ,4 ,0 ,317 ,195 ,288 (91%) ,154 (79%) ,20 ,22 ,7 ,5 ,
Premier League ,15/16 ,11 ,Southampton ,Bournemouth ,2 ,0 ,48% ,52% ,11 ,16 ,2 ,2 ,4 ,9 ,5 ,5 ,4 ,6 ,1 ,1 ,0 ,0 ,2 ,2 ,1 ,0 ,null ,null ,null ,null ,7 ,7 ,4 ,9 ,2 ,0 ,479 ,514 ,400 (84%) ,425 (83%) ,49 ,44 ,19 ,14 ,68% ,32% ,9 ,2 ,2 ,0 ,2 ,1 ,5 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,7 ,2 ,2 ,0 ,0 ,0 ,353 ,170 ,317 (90%) ,128 (75%) ,20 ,21 ,7 ,9 ,26% ,74% ,2 ,14 ,0 ,2 ,2 ,8 ,0 ,4 ,0 ,6 ,1 ,1 ,2 ,2 ,1 ,0 ,null ,null ,null ,null ,0 ,5 ,2 ,9 ,2 ,0 ,126 ,344 ,83 (66%) ,297 (86%) ,29 ,23 ,12 ,5 ,
Premier League ,15/16 ,11 ,Tottenham ,Aston Villa ,3 ,1 ,61% ,39% ,17 ,13 ,6 ,2 ,4 ,5 ,7 ,6 ,4 ,3 ,3 ,1 ,0 ,0 ,0 ,3 ,null ,null ,0 ,1 ,null ,null ,10 ,5 ,7 ,8 ,1 ,3 ,530 ,325 ,432 (82%) ,220 (68%) ,62 ,60 ,19 ,20 ,67% ,33% ,6 ,3 ,3 ,1 ,2 ,1 ,1 ,1 ,2 ,0 ,2 ,0 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,5 ,2 ,1 ,1 ,1 ,1 ,300 ,142 ,256 (85%) ,88 (62%) ,27 ,25 ,9 ,8 ,54% ,46% ,11 ,10 ,3 ,1 ,2 ,4 ,6 ,5 ,2 ,3 ,1 ,1 ,0 ,2 ,null ,null ,0 ,1 ,null ,null ,5 ,3 ,6 ,7 ,0 ,2 ,230 ,183 ,176 (77%) ,132 (72%) ,35 ,35 ,10 ,12 ,
