League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Counter attack shots Home ,ALL Shots extra Counter attack shots Away ,ALL Shots extra Counter attack goals Home ,ALL Shots extra Counter attack goals Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Counter attack shots Home ,1ST Shots extra Counter attack shots Away ,1ST Shots extra Counter attack goals Home ,1ST Shots extra Counter attack goals Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Counter attack shots Home ,2ND Shots extra Counter attack shots Away ,2ND Shots extra Counter attack goals Home ,2ND Shots extra Counter attack goals Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,20/21 ,3 ,Crystal Palace ,Everton ,1 ,2 ,42% ,58% ,8 ,10 ,1 ,5 ,2 ,3 ,5 ,2 ,7 ,6 ,1 ,0 ,16 ,15 ,3 ,1 ,null ,null ,1 ,3 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,5 ,7 ,3 ,3 ,3 ,0 ,370 ,524 ,281 (76%) ,433 (83%) ,16/46 (35%) ,39/67 (58%) ,5/26 (19%) ,3/14 (21%) ,9/17 (53%) ,7/17 (41%) ,156 ,150 ,64 ,60 ,15 ,21 ,26 ,20 ,16 ,10 ,12 ,25 ,33% ,67% ,3 ,5 ,1 ,4 ,0 ,0 ,2 ,1 ,4 ,2 ,1 ,0 ,2 ,0 ,null ,null ,1 ,2 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,3 ,1 ,2 ,2 ,0 ,144 ,307 ,104 (72%) ,262 (85%) ,8/22 (36%) ,23/34 (68%) ,3/9 (33%) ,0/4 (0%) ,4/9 (44%) ,4/8 (50%) ,71 ,69 ,34 ,35 ,9 ,10 ,15 ,15 ,8 ,8 ,4 ,5 ,51% ,49% ,5 ,5 ,0 ,1 ,2 ,3 ,3 ,1 ,3 ,4 ,0 ,0 ,1 ,1 ,null ,null ,0 ,1 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,4 ,2 ,1 ,1 ,0 ,226 ,217 ,177 (78%) ,171 (79%) ,8/24 (33%) ,16/33 (48%) ,2/17 (12%) ,3/10 (30%) ,5/8 (63%) ,3/9 (33%) ,85 ,81 ,30 ,25 ,6 ,11 ,11 ,5 ,8 ,2 ,8 ,20 ,
Premier League ,20/21 ,3 ,West Bromwich Albion ,Chelsea ,3 ,3 ,24% ,76% ,9 ,22 ,3 ,10 ,4 ,6 ,2 ,6 ,3 ,9 ,1 ,0 ,8 ,16 ,1 ,3 ,null ,null ,1 ,3 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,5 ,10 ,4 ,12 ,7 ,0 ,249 ,797 ,168 (67%) ,711 (89%) ,17/56 (30%) ,22/35 (63%) ,4/14 (29%) ,8/37 (22%) ,10/15 (67%) ,5/12 (42%) ,131 ,146 ,45 ,41 ,12 ,17 ,9 ,12 ,13 ,9 ,39 ,11 ,23% ,77% ,5 ,11 ,3 ,3 ,1 ,5 ,1 ,3 ,1 ,2 ,1 ,0 ,0 ,2 ,null ,null ,1 ,2 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,4 ,5 ,1 ,6 ,3 ,0 ,125 ,409 ,83 (66%) ,375 (92%) ,4/26 (15%) ,10/14 (71%) ,3/5 (60%) ,3/14 (21%) ,6/10 (60%) ,2/4 (50%) ,67 ,62 ,18 ,25 ,3 ,8 ,2 ,9 ,7 ,6 ,10 ,3 ,24% ,76% ,4 ,11 ,0 ,7 ,3 ,1 ,1 ,3 ,2 ,7 ,0 ,0 ,1 ,1 ,null ,null ,0 ,1 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,1 ,5 ,3 ,6 ,4 ,0 ,124 ,388 ,85 (69%) ,336 (87%) ,13/30 (43%) ,12/21 (57%) ,1/9 (11%) ,5/23 (22%) ,4/5 (80%) ,3/8 (38%) ,64 ,84 ,27 ,16 ,9 ,9 ,7 ,3 ,6 ,3 ,29 ,8 ,
Premier League ,20/21 ,3 ,Burnley ,Southampton ,0 ,1 ,53% ,47% ,10 ,5 ,2 ,1 ,4 ,2 ,4 ,2 ,8 ,2 ,2 ,1 ,8 ,10 ,1 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,3 ,5 ,2 ,0 ,2 ,522 ,480 ,374 (72%) ,341 (71%) ,32/86 (37%) ,15/58 (26%) ,6/34 (18%) ,2/6 (33%) ,3/4 (75%) ,4/9 (44%) ,205 ,188 ,58 ,52 ,30 ,30 ,15 ,12 ,15 ,9 ,11 ,37 ,48% ,52% ,4 ,4 ,0 ,1 ,1 ,2 ,3 ,1 ,5 ,2 ,1 ,0 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,3 ,1 ,1 ,0 ,0 ,214 ,247 ,148 (69%) ,174 (70%) ,13/39 (33%) ,7/30 (23%) ,4/17 (24%) ,2/6 (33%) ,3/3 (100%) ,2/6 (33%) ,95 ,96 ,31 ,26 ,16 ,16 ,6 ,6 ,10 ,5 ,7 ,16 ,58% ,42% ,6 ,1 ,2 ,0 ,3 ,0 ,1 ,1 ,3 ,0 ,1 ,1 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,4 ,1 ,0 ,2 ,308 ,233 ,226 (73%) ,167 (72%) ,19/47 (40%) ,8/28 (29%) ,2/17 (12%) ,0/0 (0%) ,0/1 (0%) ,2/3 (67%) ,110 ,92 ,27 ,26 ,14 ,14 ,9 ,6 ,5 ,4 ,4 ,21 ,
Premier League ,20/21 ,3 ,Sheffield United ,Leeds United ,0 ,1 ,36% ,64% ,14 ,17 ,4 ,9 ,5 ,5 ,5 ,3 ,5 ,7 ,2 ,1 ,18 ,4 ,2 ,1 ,null ,null ,2 ,2 ,2 ,1 ,null ,null ,1 ,1 ,null ,null ,null ,null ,9 ,9 ,5 ,8 ,7 ,4 ,327 ,578 ,232 (71%) ,470 (81%) ,18/50 (36%) ,35/71 (49%) ,5/15 (33%) ,7/25 (28%) ,12/15 (80%) ,7/14 (50%) ,142 ,170 ,62 ,60 ,23 ,25 ,23 ,13 ,7 ,7 ,30 ,10 ,38% ,62% ,9 ,6 ,2 ,2 ,4 ,3 ,3 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,6 ,3 ,3 ,3 ,2 ,2 ,178 ,291 ,127 (71%) ,236 (81%) ,6/24 (25%) ,17/38 (45%) ,4/8 (50%) ,4/10 (40%) ,7/9 (78%) ,6/9 (67%) ,72 ,76 ,25 ,31 ,10 ,11 ,6 ,8 ,6 ,5 ,12 ,5 ,34% ,66% ,5 ,11 ,2 ,7 ,1 ,2 ,2 ,2 ,3 ,6 ,1 ,1 ,2 ,0 ,null ,null ,1 ,2 ,1 ,1 ,null ,null ,0 ,1 ,null ,null ,null ,null ,3 ,6 ,2 ,5 ,5 ,2 ,149 ,287 ,105 (70%) ,234 (82%) ,12/26 (46%) ,18/33 (55%) ,1/7 (14%) ,3/15 (20%) ,5/6 (83%) ,1/5 (20%) ,70 ,94 ,37 ,29 ,13 ,14 ,17 ,5 ,1 ,2 ,18 ,5 ,
Premier League ,20/21 ,3 ,Tottenham ,Newcastle United ,1 ,1 ,65% ,35% ,23 ,6 ,12 ,1 ,7 ,2 ,4 ,3 ,10 ,4 ,0 ,1 ,15 ,9 ,1 ,4 ,null ,null ,4 ,1 ,3 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,15 ,4 ,8 ,2 ,0 ,11 ,640 ,319 ,564 (88%) ,247 (77%) ,26/46 (57%) ,32/64 (50%) ,8/20 (40%) ,4/17 (24%) ,8/13 (62%) ,6/9 (67%) ,124 ,114 ,43 ,60 ,17 ,24 ,10 ,16 ,8 ,10 ,17 ,25 ,68% ,32% ,12 ,2 ,5 ,0 ,6 ,1 ,1 ,1 ,5 ,2 ,0 ,1 ,0 ,1 ,null ,null ,4 ,0 ,3 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,8 ,1 ,4 ,1 ,0 ,4 ,353 ,157 ,308 (87%) ,123 (78%) ,17/24 (71%) ,15/29 (52%) ,5/9 (56%) ,2/9 (22%) ,3/4 (75%) ,3/5 (60%) ,66 ,54 ,17 ,24 ,9 ,8 ,2 ,6 ,3 ,4 ,6 ,13 ,63% ,37% ,11 ,4 ,7 ,1 ,1 ,1 ,3 ,2 ,5 ,2 ,0 ,0 ,1 ,3 ,null ,null ,0 ,1 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,7 ,3 ,4 ,1 ,0 ,7 ,287 ,162 ,256 (89%) ,124 (77%) ,9/22 (41%) ,17/35 (49%) ,3/11 (27%) ,2/8 (25%) ,5/9 (56%) ,3/4 (75%) ,58 ,60 ,26 ,36 ,8 ,16 ,8 ,10 ,5 ,6 ,11 ,12 ,
Premier League ,20/21 ,3 ,Manchester City ,Leicester City ,2 ,5 ,71% ,29% ,16 ,7 ,5 ,7 ,7 ,0 ,4 ,0 ,3 ,3 ,2 ,3 ,13 ,8 ,1 ,3 ,null ,null ,2 ,4 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,4 ,10 ,3 ,2 ,3 ,680 ,267 ,614 (90%) ,200 (75%) ,33/48 (69%) ,21/56 (38%) ,3/27 (11%) ,1/7 (14%) ,7/16 (44%) ,6/7 (86%) ,129 ,109 ,37 ,56 ,10 ,15 ,12 ,23 ,8 ,8 ,7 ,22 ,71% ,29% ,5 ,1 ,3 ,1 ,1 ,0 ,1 ,0 ,1 ,2 ,2 ,1 ,0 ,1 ,null ,null ,1 ,1 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,3 ,1 ,2 ,0 ,0 ,2 ,413 ,158 ,375 (91%) ,124 (78%) ,19/26 (73%) ,9/28 (32%) ,0/9 (0%) ,0/4 (0%) ,5/8 (63%) ,6/7 (86%) ,61 ,56 ,20 ,25 ,4 ,7 ,6 ,7 ,5 ,3 ,4 ,10 ,71% ,29% ,11 ,6 ,2 ,6 ,6 ,0 ,3 ,0 ,2 ,1 ,0 ,2 ,1 ,2 ,null ,null ,1 ,3 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,3 ,8 ,3 ,2 ,1 ,267 ,109 ,239 (90%) ,76 (70%) ,14/22 (64%) ,12/28 (43%) ,3/18 (17%) ,1/3 (33%) ,2/8 (25%) ,0/0 (0%) ,68 ,53 ,17 ,31 ,6 ,8 ,6 ,16 ,3 ,5 ,3 ,12 ,
Premier League ,20/21 ,3 ,West Ham United ,Wolverhampton ,4 ,0 ,36% ,64% ,15 ,11 ,7 ,2 ,7 ,4 ,1 ,5 ,1 ,3 ,3 ,2 ,7 ,11 ,0 ,1 ,null ,null ,3 ,0 ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,13 ,4 ,2 ,7 ,3 ,4 ,367 ,626 ,280 (76%) ,543 (87%) ,29/61 (48%) ,25/53 (47%) ,7/9 (78%) ,5/18 (28%) ,16/21 (76%) ,20/31 (65%) ,128 ,143 ,70 ,65 ,19 ,22 ,24 ,17 ,12 ,8 ,17 ,6 ,43% ,57% ,8 ,5 ,5 ,2 ,2 ,1 ,1 ,2 ,0 ,2 ,2 ,1 ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,8 ,2 ,0 ,3 ,2 ,4 ,202 ,264 ,156 (77%) ,219 (83%) ,12/26 (46%) ,10/27 (37%) ,3/5 (60%) ,3/8 (38%) ,14/15 (93%) ,12/17 (71%) ,64 ,70 ,40 ,30 ,8 ,8 ,11 ,7 ,6 ,5 ,7 ,4 ,31% ,69% ,7 ,6 ,2 ,0 ,5 ,3 ,0 ,3 ,1 ,1 ,1 ,1 ,0 ,1 ,null ,null ,2 ,0 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,5 ,2 ,2 ,4 ,1 ,0 ,165 ,362 ,124 (75%) ,324 (90%) ,17/35 (49%) ,15/26 (58%) ,4/4 (100%) ,2/10 (20%) ,2/6 (33%) ,8/14 (57%) ,64 ,73 ,30 ,35 ,11 ,14 ,13 ,10 ,6 ,3 ,10 ,2 ,
Premier League ,20/21 ,3 ,Fulham ,Aston Villa ,0 ,3 ,65% ,35% ,16 ,12 ,3 ,5 ,9 ,4 ,4 ,3 ,5 ,3 ,0 ,3 ,18 ,14 ,6 ,3 ,null ,null ,0 ,4 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,11 ,10 ,5 ,2 ,2 ,2 ,538 ,302 ,461 (86%) ,213 (71%) ,36/68 (53%) ,29/72 (40%) ,11/43 (26%) ,5/8 (63%) ,22/36 (61%) ,10/12 (83%) ,154 ,123 ,64 ,71 ,19 ,20 ,9 ,23 ,7 ,11 ,7 ,34 ,64% ,36% ,6 ,6 ,1 ,2 ,4 ,3 ,1 ,1 ,1 ,1 ,0 ,0 ,3 ,1 ,null ,null ,0 ,3 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,5 ,4 ,1 ,2 ,0 ,1 ,290 ,169 ,251 (87%) ,121 (72%) ,26/49 (53%) ,17/35 (49%) ,5/22 (23%) ,1/3 (33%) ,9/16 (56%) ,6/6 (100%) ,77 ,64 ,32 ,32 ,10 ,8 ,4 ,10 ,3 ,4 ,4 ,15 ,65% ,35% ,10 ,6 ,2 ,3 ,5 ,1 ,3 ,2 ,4 ,2 ,0 ,3 ,3 ,2 ,null ,null ,0 ,1 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,6 ,4 ,0 ,2 ,1 ,248 ,133 ,210 (85%) ,92 (69%) ,10/19 (53%) ,12/37 (32%) ,6/21 (29%) ,4/5 (80%) ,13/20 (65%) ,4/6 (67%) ,77 ,59 ,32 ,39 ,9 ,12 ,5 ,13 ,4 ,7 ,3 ,19 ,
Premier League ,20/21 ,3 ,Liverpool ,Arsenal ,3 ,1 ,66% ,34% ,21 ,4 ,8 ,3 ,7 ,1 ,6 ,0 ,7 ,3 ,0 ,5 ,11 ,7 ,2 ,2 ,null ,null ,4 ,3 ,2 ,2 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,12 ,3 ,9 ,1 ,2 ,5 ,772 ,395 ,683 (88%) ,299 (76%) ,41/67 (61%) ,23/58 (40%) ,3/22 (14%) ,0/8 (0%) ,8/12 (67%) ,5/8 (63%) ,143 ,138 ,31 ,38 ,6 ,12 ,10 ,11 ,6 ,7 ,13 ,37 ,68% ,32% ,11 ,1 ,5 ,1 ,3 ,0 ,3 ,0 ,5 ,0 ,0 ,4 ,1 ,0 ,null ,null ,3 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,6 ,1 ,5 ,0 ,0 ,3 ,416 ,194 ,360 (87%) ,142 (73%) ,23/42 (55%) ,12/33 (36%) ,3/11 (27%) ,0/0 (0%) ,5/6 (83%) ,3/5 (60%) ,77 ,67 ,13 ,16 ,1 ,6 ,4 ,2 ,2 ,4 ,2 ,22 ,63% ,37% ,10 ,3 ,3 ,2 ,4 ,1 ,3 ,0 ,2 ,3 ,0 ,1 ,1 ,2 ,null ,null ,1 ,2 ,1 ,2 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,6 ,2 ,4 ,1 ,2 ,2 ,356 ,201 ,323 (91%) ,157 (78%) ,18/25 (72%) ,11/25 (44%) ,0/11 (0%) ,0/8 (0%) ,3/6 (50%) ,2/3 (67%) ,66 ,71 ,18 ,22 ,5 ,6 ,6 ,9 ,4 ,3 ,11 ,15 ,
Premier League ,20/21 ,4 ,Chelsea ,Crystal Palace ,4 ,0 ,70% ,30% ,17 ,4 ,6 ,0 ,6 ,2 ,5 ,2 ,8 ,5 ,1 ,0 ,17 ,13 ,2 ,0 ,null ,null ,3 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,12 ,2 ,5 ,2 ,0 ,2 ,707 ,280 ,636 (90%) ,208 (74%) ,31/50 (62%) ,9/41 (22%) ,7/23 (30%) ,5/18 (28%) ,5/11 (45%) ,9/12 (75%) ,117 ,125 ,46 ,44 ,17 ,9 ,14 ,10 ,13 ,9 ,14 ,15 ,72% ,28% ,7 ,2 ,2 ,0 ,4 ,1 ,1 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,5 ,1 ,2 ,1 ,0 ,2 ,369 ,132 ,324 (88%) ,89 (67%) ,13/23 (57%) ,5/28 (18%) ,4/13 (31%) ,2/8 (25%) ,3/5 (60%) ,4/6 (67%) ,69 ,69 ,27 ,19 ,12 ,4 ,8 ,4 ,6 ,4 ,6 ,10 ,68% ,32% ,10 ,2 ,4 ,0 ,2 ,1 ,4 ,1 ,4 ,3 ,1 ,0 ,2 ,0 ,null ,null ,3 ,0 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,null ,null ,7 ,1 ,3 ,1 ,0 ,0 ,338 ,148 ,312 (92%) ,119 (80%) ,18/27 (67%) ,4/13 (31%) ,3/10 (30%) ,3/10 (30%) ,2/6 (33%) ,5/6 (83%) ,48 ,56 ,19 ,25 ,5 ,5 ,6 ,6 ,7 ,5 ,8 ,5 ,
Premier League ,20/21 ,4 ,Everton ,Brighton & Hove Albion ,4 ,2 ,43% ,57% ,11 ,11 ,6 ,3 ,2 ,3 ,3 ,5 ,3 ,10 ,0 ,2 ,13 ,14 ,0 ,1 ,null ,null ,4 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,6 ,5 ,5 ,1 ,2 ,474 ,618 ,404 (85%) ,526 (85%) ,21/47 (45%) ,18/41 (44%) ,4/12 (33%) ,1/16 (6%) ,9/15 (60%) ,16/22 (73%) ,119 ,144 ,51 ,52 ,9 ,4 ,20 ,20 ,26 ,9 ,18 ,14 ,53% ,47% ,7 ,3 ,4 ,2 ,1 ,1 ,2 ,0 ,2 ,0 ,0 ,2 ,0 ,1 ,null ,null ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,2 ,4 ,1 ,1 ,2 ,289 ,256 ,255 (88%) ,211 (82%) ,12/26 (46%) ,10/22 (45%) ,4/9 (44%) ,1/3 (33%) ,7/9 (78%) ,6/8 (75%) ,59 ,67 ,27 ,26 ,5 ,2 ,8 ,11 ,11 ,2 ,4 ,9 ,33% ,67% ,4 ,8 ,2 ,1 ,1 ,2 ,1 ,5 ,1 ,10 ,0 ,0 ,0 ,0 ,null ,null ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,4 ,1 ,4 ,0 ,0 ,185 ,362 ,149 (81%) ,315 (87%) ,9/21 (43%) ,8/19 (42%) ,0/3 (0%) ,0/13 (0%) ,2/6 (33%) ,10/14 (71%) ,60 ,77 ,24 ,26 ,4 ,2 ,12 ,9 ,15 ,7 ,14 ,5 ,
Premier League ,20/21 ,4 ,Leeds United ,Manchester City ,1 ,1 ,52% ,48% ,12 ,23 ,7 ,2 ,2 ,14 ,3 ,7 ,7 ,10 ,2 ,3 ,11 ,12 ,2 ,1 ,null ,null ,5 ,0 ,4 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,11 ,16 ,1 ,7 ,1 ,6 ,429 ,389 ,356 (83%) ,319 (82%) ,29/57 (51%) ,13/27 (48%) ,3/13 (23%) ,5/20 (25%) ,10/16 (63%) ,22/35 (63%) ,117 ,142 ,55 ,57 ,6 ,13 ,27 ,11 ,9 ,6 ,19 ,15 ,52% ,48% ,4 ,12 ,2 ,2 ,2 ,6 ,0 ,4 ,3 ,5 ,1 ,2 ,1 ,1 ,null ,null ,3 ,0 ,3 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,4 ,8 ,0 ,4 ,0 ,2 ,225 ,205 ,192 (85%) ,171 (83%) ,16/31 (52%) ,9/19 (47%) ,1/6 (17%) ,3/8 (38%) ,4/8 (50%) ,13/16 (81%) ,55 ,66 ,27 ,27 ,3 ,5 ,12 ,6 ,5 ,1 ,10 ,7 ,52% ,48% ,8 ,11 ,5 ,0 ,0 ,8 ,3 ,3 ,4 ,5 ,1 ,1 ,1 ,0 ,null ,null ,2 ,0 ,1 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,7 ,8 ,1 ,3 ,1 ,4 ,204 ,184 ,164 (80%) ,148 (80%) ,13/26 (50%) ,4/8 (50%) ,2/7 (29%) ,2/12 (17%) ,6/8 (75%) ,9/19 (47%) ,62 ,76 ,28 ,30 ,3 ,8 ,15 ,5 ,4 ,5 ,9 ,8 ,
Premier League ,20/21 ,4 ,Newcastle United ,Burnley ,3 ,1 ,47% ,53% ,10 ,7 ,5 ,3 ,4 ,2 ,1 ,2 ,3 ,4 ,4 ,5 ,13 ,17 ,2 ,3 ,null ,null ,3 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,6 ,4 ,1 ,2 ,2 ,416 ,455 ,310 (75%) ,338 (74%) ,28/76 (37%) ,32/79 (41%) ,4/15 (27%) ,4/20 (20%) ,9/13 (69%) ,3/6 (50%) ,156 ,168 ,51 ,60 ,23 ,33 ,5 ,13 ,5 ,10 ,34 ,9 ,58% ,42% ,4 ,3 ,2 ,1 ,2 ,1 ,0 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,2 ,0 ,1 ,1 ,1 ,252 ,183 ,197 (78%) ,126 (69%) ,21/42 (50%) ,18/42 (43%) ,2/9 (22%) ,2/5 (40%) ,8/10 (80%) ,1/2 (50%) ,85 ,80 ,29 ,30 ,10 ,15 ,3 ,8 ,1 ,9 ,10 ,6 ,37% ,63% ,6 ,4 ,3 ,2 ,2 ,1 ,1 ,1 ,1 ,2 ,2 ,3 ,1 ,1 ,null ,null ,2 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,4 ,4 ,0 ,1 ,1 ,164 ,272 ,113 (69%) ,212 (78%) ,7/34 (21%) ,14/37 (38%) ,2/6 (33%) ,2/15 (13%) ,1/3 (33%) ,2/4 (50%) ,71 ,88 ,22 ,30 ,13 ,18 ,2 ,5 ,4 ,1 ,24 ,3 ,
