League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,19/20 ,17 ,Wolverhampton ,Tottenham ,1 ,2 ,57% ,43% ,19 ,9 ,5 ,5 ,4 ,3 ,10 ,1 ,11 ,2 ,0 ,1 ,14 ,10 ,4 ,4 ,null ,null ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,10 ,8 ,9 ,1 ,3 ,4 ,494 ,375 ,379 (77%) ,273 (73%) ,40/78 (51%) ,22/64 (34%) ,5/33 (15%) ,2/10 (20%) ,20/25 (80%) ,18/24 (75%) ,184 ,156 ,65 ,72 ,17 ,24 ,18 ,18 ,13 ,11 ,9 ,40 ,61% ,39% ,9 ,5 ,2 ,3 ,2 ,1 ,5 ,1 ,6 ,1 ,0 ,0 ,0 ,0 ,null ,null ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,6 ,5 ,3 ,0 ,2 ,2 ,287 ,187 ,230 (80%) ,139 (74%) ,25/42 (60%) ,11/35 (31%) ,1/17 (6%) ,0/4 (0%) ,9/11 (82%) ,14/19 (74%) ,92 ,77 ,32 ,38 ,9 ,14 ,11 ,8 ,6 ,3 ,1 ,24 ,53% ,47% ,10 ,4 ,3 ,2 ,2 ,2 ,5 ,0 ,5 ,1 ,0 ,1 ,4 ,4 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,4 ,3 ,6 ,1 ,1 ,2 ,207 ,188 ,149 (72%) ,134 (71%) ,15/36 (42%) ,11/29 (38%) ,4/16 (25%) ,2/6 (33%) ,11/14 (79%) ,4/5 (80%) ,92 ,79 ,33 ,34 ,8 ,10 ,7 ,10 ,7 ,8 ,8 ,16 ,
Premier League ,19/20 ,17 ,Arsenal ,Manchester City ,0 ,3 ,42% ,58% ,6 ,14 ,1 ,7 ,4 ,3 ,1 ,4 ,3 ,3 ,2 ,1 ,9 ,24 ,1 ,4 ,null ,null ,1 ,2 ,1 ,1 ,0 ,1 ,null ,null ,2 ,8 ,4 ,6 ,4 ,1 ,482 ,672 ,419 (87%) ,608 (90%) ,23/49 (47%) ,31/47 (66%) ,2/20 (10%) ,1/10 (10%) ,10/22 (45%) ,11/21 (52%) ,124 ,107 ,58 ,55 ,9 ,15 ,16 ,21 ,12 ,10 ,10 ,20 ,48% ,52% ,3 ,6 ,1 ,4 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,2 ,null ,null ,1 ,1 ,1 ,0 ,0 ,1 ,null ,null ,1 ,3 ,2 ,3 ,1 ,1 ,267 ,290 ,241 (90%) ,262 (90%) ,18/28 (64%) ,9/15 (60%) ,1/13 (8%) ,1/5 (20%) ,5/11 (45%) ,6/10 (60%) ,58 ,45 ,28 ,24 ,5 ,8 ,7 ,8 ,5 ,3 ,7 ,13 ,36% ,64% ,3 ,8 ,0 ,3 ,3 ,2 ,0 ,3 ,1 ,2 ,0 ,1 ,1 ,2 ,null ,null ,0 ,1 ,0 ,1 ,0 ,0 ,null ,null ,1 ,5 ,2 ,3 ,3 ,0 ,215 ,382 ,178 (83%) ,346 (91%) ,5/21 (24%) ,22/32 (69%) ,1/7 (14%) ,0/5 (0%) ,5/11 (45%) ,5/11 (45%) ,66 ,62 ,30 ,31 ,4 ,7 ,9 ,13 ,7 ,7 ,3 ,7 ,
Premier League ,19/20 ,17 ,Crystal Palace ,Brighton & Hove Albion ,1 ,1 ,34% ,66% ,11 ,15 ,4 ,10 ,6 ,3 ,1 ,2 ,3 ,7 ,0 ,1 ,7 ,12 ,1 ,1 ,null ,null ,0 ,3 ,0 ,2 ,1 ,0 ,null ,null ,8 ,7 ,3 ,8 ,9 ,3 ,315 ,593 ,226 (72%) ,496 (84%) ,25/61 (41%) ,34/62 (55%) ,6/14 (43%) ,6/33 (18%) ,10/15 (67%) ,11/14 (79%) ,134 ,157 ,62 ,43 ,26 ,10 ,14 ,16 ,14 ,9 ,32 ,13 ,31% ,69% ,0 ,6 ,0 ,4 ,0 ,2 ,0 ,0 ,0 ,3 ,0 ,1 ,1 ,0 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,0 ,2 ,0 ,4 ,4 ,0 ,166 ,357 ,119 (72%) ,303 (85%) ,17/33 (52%) ,14/27 (52%) ,1/3 (33%) ,3/17 (18%) ,6/8 (75%) ,6/7 (86%) ,71 ,85 ,31 ,19 ,14 ,4 ,8 ,6 ,6 ,5 ,17 ,3 ,39% ,61% ,11 ,9 ,4 ,6 ,6 ,1 ,1 ,2 ,3 ,4 ,0 ,0 ,0 ,1 ,null ,null ,0 ,3 ,0 ,2 ,1 ,0 ,null ,null ,8 ,5 ,3 ,4 ,5 ,3 ,149 ,236 ,107 (72%) ,193 (82%) ,8/28 (29%) ,20/35 (57%) ,5/11 (45%) ,3/16 (19%) ,4/7 (57%) ,5/7 (71%) ,63 ,72 ,31 ,24 ,12 ,6 ,6 ,10 ,8 ,4 ,15 ,10 ,
Premier League ,19/20 ,18 ,Everton ,Arsenal ,0 ,0 ,43% ,57% ,9 ,6 ,0 ,2 ,5 ,4 ,4 ,0 ,5 ,4 ,0 ,1 ,10 ,11 ,2 ,3 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,5 ,5 ,4 ,1 ,2 ,0 ,353 ,484 ,280 (79%) ,403 (83%) ,35/62 (56%) ,35/64 (55%) ,3/23 (13%) ,3/16 (19%) ,12/19 (63%) ,13/22 (59%) ,139 ,137 ,52 ,53 ,15 ,18 ,15 ,14 ,17 ,6 ,13 ,24 ,46% ,54% ,5 ,1 ,0 ,0 ,3 ,1 ,2 ,0 ,2 ,0 ,0 ,0 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,3 ,1 ,2 ,0 ,0 ,0 ,200 ,232 ,163 (82%) ,187 (81%) ,15/29 (52%) ,14/33 (42%) ,2/9 (22%) ,0/5 (0%) ,6/9 (67%) ,6/9 (67%) ,69 ,67 ,25 ,24 ,8 ,6 ,7 ,7 ,9 ,4 ,7 ,9 ,39% ,61% ,4 ,5 ,0 ,2 ,2 ,3 ,2 ,0 ,3 ,4 ,0 ,1 ,1 ,2 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,2 ,4 ,2 ,1 ,2 ,0 ,153 ,252 ,117 (76%) ,216 (86%) ,20/33 (61%) ,21/31 (68%) ,1/14 (7%) ,3/11 (27%) ,6/10 (60%) ,7/13 (54%) ,70 ,70 ,27 ,29 ,7 ,12 ,8 ,7 ,8 ,2 ,6 ,15 ,
Premier League ,19/20 ,18 ,Aston Villa ,Southampton ,1 ,3 ,56% ,44% ,19 ,17 ,6 ,8 ,7 ,5 ,6 ,4 ,7 ,5 ,2 ,3 ,16 ,15 ,2 ,1 ,null ,null ,1 ,3 ,1 ,2 ,null ,null ,0 ,2 ,9 ,11 ,10 ,6 ,5 ,5 ,432 ,341 ,335 (78%) ,234 (69%) ,23/55 (42%) ,26/77 (34%) ,10/27 (37%) ,4/22 (18%) ,13/20 (65%) ,6/6 (100%) ,161 ,166 ,71 ,54 ,35 ,17 ,9 ,16 ,14 ,3 ,21 ,24 ,55% ,45% ,6 ,9 ,2 ,4 ,4 ,3 ,0 ,2 ,1 ,5 ,0 ,1 ,0 ,1 ,null ,null ,1 ,2 ,1 ,1 ,null ,null ,0 ,0 ,3 ,6 ,3 ,3 ,2 ,2 ,230 ,179 ,180 (78%) ,126 (70%) ,11/25 (44%) ,13/34 (38%) ,3/9 (33%) ,3/16 (19%) ,6/9 (67%) ,2/2 (100%) ,78 ,85 ,29 ,24 ,13 ,10 ,4 ,8 ,7 ,3 ,18 ,10 ,57% ,43% ,13 ,8 ,4 ,4 ,3 ,2 ,6 ,2 ,6 ,0 ,2 ,2 ,2 ,0 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,0 ,2 ,6 ,5 ,7 ,3 ,3 ,3 ,202 ,162 ,155 (77%) ,108 (67%) ,12/30 (40%) ,13/43 (30%) ,7/18 (39%) ,1/6 (17%) ,7/11 (64%) ,4/4 (100%) ,83 ,81 ,42 ,30 ,22 ,7 ,5 ,8 ,7 ,0 ,3 ,14 ,
Premier League ,19/20 ,18 ,Bournemouth ,Burnley ,0 ,1 ,64% ,36% ,3 ,2 ,0 ,1 ,3 ,0 ,0 ,1 ,4 ,5 ,2 ,0 ,13 ,21 ,2 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,2 ,1 ,null ,null ,437 ,230 ,338 (77%) ,134 (58%) ,23/61 (38%) ,22/68 (32%) ,3/21 (14%) ,2/19 (11%) ,5/11 (45%) ,0/7 (0%) ,149 ,149 ,63 ,48 ,24 ,24 ,15 ,13 ,6 ,7 ,31 ,27 ,65% ,35% ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,4 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,1 ,1 ,null ,null ,253 ,132 ,195 (77%) ,75 (57%) ,12/33 (36%) ,12/34 (35%) ,0/5 (0%) ,2/11 (18%) ,4/7 (57%) ,0/0 (0%) ,76 ,80 ,36 ,25 ,17 ,15 ,5 ,5 ,5 ,5 ,21 ,10 ,64% ,36% ,2 ,1 ,0 ,1 ,2 ,0 ,0 ,0 ,4 ,1 ,2 ,0 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,1 ,0 ,null ,null ,184 ,98 ,143 (78%) ,59 (60%) ,11/28 (39%) ,10/34 (29%) ,3/16 (19%) ,0/8 (0%) ,1/4 (25%) ,0/7 (0%) ,73 ,69 ,27 ,23 ,7 ,9 ,10 ,8 ,1 ,2 ,10 ,17 ,
Premier League ,19/20 ,18 ,Brighton & Hove Albion ,Sheffield United ,0 ,1 ,69% ,31% ,9 ,7 ,2 ,2 ,4 ,5 ,3 ,0 ,4 ,3 ,2 ,3 ,6 ,11 ,1 ,3 ,null ,null ,0 ,3 ,0 ,2 ,0 ,1 ,0 ,1 ,5 ,6 ,4 ,1 ,1 ,2 ,648 ,293 ,532 (82%) ,188 (64%) ,27/70 (39%) ,19/83 (23%) ,5/23 (22%) ,3/9 (33%) ,10/21 (48%) ,9/14 (64%) ,174 ,153 ,56 ,65 ,28 ,29 ,9 ,22 ,5 ,9 ,6 ,23 ,63% ,37% ,3 ,3 ,1 ,1 ,2 ,2 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,null ,null ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,0 ,0 ,1 ,325 ,185 ,264 (81%) ,131 (71%) ,12/39 (31%) ,10/46 (22%) ,1/4 (25%) ,2/8 (25%) ,2/4 (50%) ,6/8 (75%) ,78 ,79 ,22 ,25 ,13 ,13 ,4 ,5 ,3 ,4 ,3 ,5 ,75% ,25% ,6 ,4 ,1 ,1 ,2 ,3 ,3 ,0 ,4 ,0 ,0 ,3 ,1 ,3 ,null ,null ,0 ,2 ,0 ,2 ,0 ,1 ,0 ,1 ,3 ,3 ,3 ,1 ,1 ,1 ,323 ,108 ,268 (83%) ,57 (53%) ,15/31 (48%) ,9/37 (24%) ,4/19 (21%) ,1/1 (100%) ,8/17 (47%) ,3/6 (50%) ,96 ,74 ,34 ,40 ,15 ,16 ,5 ,17 ,2 ,5 ,3 ,18 ,
Premier League ,19/20 ,18 ,Newcastle United ,Crystal Palace ,1 ,0 ,42% ,58% ,8 ,16 ,3 ,4 ,2 ,7 ,3 ,5 ,4 ,5 ,2 ,0 ,12 ,11 ,2 ,0 ,null ,null ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,4 ,9 ,4 ,7 ,4 ,2 ,365 ,503 ,282 (77%) ,420 (83%) ,32/66 (48%) ,36/55 (65%) ,3/22 (14%) ,4/16 (25%) ,8/19 (42%) ,16/32 (50%) ,137 ,141 ,62 ,68 ,19 ,23 ,25 ,18 ,12 ,4 ,16 ,14 ,49% ,51% ,6 ,6 ,2 ,1 ,2 ,3 ,2 ,2 ,0 ,1 ,2 ,0 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,2 ,3 ,4 ,3 ,1 ,2 ,239 ,241 ,190 (79%) ,195 (81%) ,18/36 (50%) ,16/29 (55%) ,2/11 (18%) ,2/8 (25%) ,7/10 (70%) ,8/15 (53%) ,72 ,73 ,35 ,33 ,13 ,12 ,11 ,7 ,6 ,2 ,9 ,7 ,33% ,67% ,2 ,10 ,1 ,3 ,0 ,4 ,1 ,3 ,4 ,4 ,0 ,0 ,2 ,0 ,null ,null ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,2 ,6 ,0 ,4 ,3 ,0 ,126 ,262 ,92 (73%) ,225 (86%) ,14/30 (47%) ,20/26 (77%) ,1/11 (9%) ,2/8 (25%) ,1/9 (11%) ,8/17 (47%) ,65 ,68 ,27 ,35 ,6 ,11 ,14 ,11 ,6 ,2 ,7 ,7 ,
Premier League ,19/20 ,18 ,Norwich City ,Wolverhampton ,1 ,2 ,50% ,50% ,13 ,14 ,7 ,4 ,5 ,2 ,1 ,8 ,3 ,11 ,3 ,2 ,7 ,14 ,2 ,4 ,null ,null ,2 ,3 ,2 ,1 ,1 ,0 ,0 ,2 ,8 ,12 ,5 ,2 ,2 ,6 ,455 ,440 ,364 (80%) ,357 (81%) ,22/49 (45%) ,47/72 (65%) ,1/10 (10%) ,7/22 (32%) ,18/24 (75%) ,12/22 (55%) ,124 ,135 ,67 ,52 ,20 ,20 ,15 ,13 ,11 ,10 ,18 ,12 ,50% ,50% ,9 ,4 ,6 ,1 ,3 ,0 ,0 ,3 ,3 ,5 ,2 ,0 ,0 ,1 ,null ,null ,2 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,8 ,3 ,1 ,1 ,1 ,5 ,256 ,247 ,211 (82%) ,209 (85%) ,15/30 (50%) ,31/42 (74%) ,1/7 (14%) ,2/9 (22%) ,12/17 (71%) ,6/14 (43%) ,67 ,68 ,34 ,31 ,8 ,10 ,11 ,11 ,5 ,6 ,7 ,4 ,49% ,51% ,4 ,10 ,1 ,3 ,2 ,2 ,1 ,5 ,0 ,6 ,1 ,2 ,2 ,3 ,null ,null ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,9 ,4 ,1 ,1 ,1 ,199 ,193 ,153 (77%) ,148 (77%) ,7/19 (37%) ,16/30 (53%) ,0/3 (0%) ,5/13 (38%) ,6/7 (86%) ,6/8 (75%) ,57 ,67 ,33 ,21 ,12 ,10 ,4 ,2 ,6 ,4 ,11 ,8 ,
Premier League ,19/20 ,18 ,West Ham United ,Liverpool ,null ,null ,  null statistic for game 6  with id 8243584 at round 18
Premier League ,19/20 ,18 ,Manchester City ,Leicester City ,3 ,1 ,62% ,38% ,23 ,5 ,12 ,2 ,7 ,3 ,4 ,0 ,6 ,0 ,1 ,3 ,14 ,9 ,2 ,2 ,null ,null ,4 ,2 ,2 ,1 ,1 ,0 ,0 ,1 ,17 ,3 ,6 ,2 ,1 ,9 ,690 ,409 ,620 (90%) ,332 (81%) ,38/58 (66%) ,24/47 (51%) ,5/14 (36%) ,1/9 (11%) ,10/17 (59%) ,8/18 (44%) ,111 ,123 ,45 ,46 ,8 ,11 ,19 ,14 ,10 ,11 ,3 ,16 ,68% ,32% ,13 ,3 ,7 ,2 ,5 ,1 ,1 ,0 ,4 ,0 ,0 ,2 ,0 ,1 ,null ,null ,3 ,1 ,2 ,0 ,1 ,0 ,0 ,1 ,8 ,2 ,5 ,1 ,1 ,5 ,325 ,149 ,291 (90%) ,110 (74%) ,21/31 (68%) ,10/25 (40%) ,4/12 (33%) ,0/3 (0%) ,2/6 (33%) ,3/8 (38%) ,57 ,61 ,21 ,23 ,3 ,6 ,10 ,6 ,5 ,5 ,2 ,12 ,57% ,43% ,10 ,2 ,5 ,0 ,2 ,2 ,3 ,0 ,2 ,0 ,1 ,1 ,2 ,1 ,null ,null ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,9 ,1 ,1 ,1 ,0 ,4 ,365 ,260 ,329 (90%) ,222 (85%) ,17/27 (63%) ,14/22 (64%) ,1/2 (50%) ,1/6 (17%) ,8/11 (73%) ,5/10 (50%) ,54 ,62 ,24 ,23 ,5 ,5 ,9 ,8 ,5 ,6 ,1 ,4 ,
Premier League ,19/20 ,18 ,Watford ,Manchester United ,2 ,0 ,36% ,64% ,11 ,17 ,3 ,8 ,3 ,6 ,5 ,3 ,3 ,5 ,5 ,4 ,16 ,11 ,3 ,1 ,null ,null ,1 ,3 ,0 ,3 ,null ,null ,1 ,0 ,8 ,10 ,3 ,7 ,8 ,1 ,313 ,562 ,209 (67%) ,473 (84%) ,9/58 (16%) ,24/45 (53%) ,4/12 (33%) ,3/14 (21%) ,13/23 (57%) ,17/28 (61%) ,156 ,138 ,53 ,73 ,11 ,25 ,19 ,18 ,14 ,9 ,15 ,22 ,43% ,57% ,3 ,4 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,3 ,3 ,1 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,1 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,202 ,276 ,147 (73%) ,228 (83%) ,5/30 (17%) ,12/24 (50%) ,2/9 (22%) ,0/7 (0%) ,7/9 (78%) ,7/14 (50%) ,84 ,76 ,30 ,35 ,7 ,16 ,11 ,6 ,9 ,6 ,6 ,17 ,27% ,73% ,8 ,13 ,3 ,8 ,2 ,4 ,3 ,1 ,1 ,3 ,2 ,1 ,2 ,0 ,null ,null ,1 ,2 ,0 ,2 ,null ,null ,0 ,0 ,6 ,8 ,2 ,5 ,8 ,1 ,111 ,286 ,62 (56%) ,245 (86%) ,4/28 (14%) ,12/21 (57%) ,2/3 (67%) ,3/7 (43%) ,6/14 (43%) ,10/14 (71%) ,72 ,62 ,23 ,38 ,4 ,9 ,8 ,12 ,5 ,3 ,9 ,5 ,
Premier League ,19/20 ,18 ,Tottenham ,Chelsea ,0 ,2 ,44% ,56% ,5 ,13 ,1 ,3 ,2 ,6 ,2 ,4 ,3 ,5 ,0 ,2 ,9 ,11 ,4 ,3 ,1 ,0 ,0 ,1 ,null ,null ,null ,null ,0 ,1 ,3 ,8 ,2 ,5 ,1 ,1 ,455 ,571 ,356 (78%) ,467 (82%) ,23/55 (42%) ,38/73 (52%) ,2/16 (13%) ,4/19 (21%) ,12/15 (80%) ,14/23 (61%) ,158 ,160 ,59 ,55 ,17 ,17 ,19 ,16 ,12 ,13 ,20 ,15 ,42% ,58% ,2 ,8 ,0 ,2 ,2 ,4 ,0 ,2 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,0 ,1 ,2 ,6 ,0 ,2 ,0 ,0 ,214 ,287 ,158 (74%) ,224 (78%) ,14/32 (44%) ,19/40 (48%) ,1/2 (50%) ,3/12 (25%) ,3/5 (60%) ,7/12 (58%) ,76 ,91 ,28 ,30 ,8 ,13 ,11 ,6 ,8 ,8 ,11 ,2 ,46% ,54% ,3 ,5 ,1 ,1 ,0 ,2 ,2 ,2 ,3 ,1 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,1 ,2 ,2 ,3 ,1 ,1 ,241 ,284 ,198 (82%) ,243 (86%) ,9/23 (39%) ,19/33 (58%) ,1/14 (7%) ,1/7 (14%) ,9/10 (90%) ,7/11 (64%) ,82 ,69 ,31 ,25 ,9 ,4 ,8 ,10 ,4 ,5 ,9 ,13 ,
Premier League ,19/20 ,18 ,West Ham United ,Liverpool ,0 ,2 ,29% ,71% ,7 ,13 ,4 ,5 ,3 ,5 ,0 ,3 ,3 ,7 ,1 ,0 ,6 ,6 ,2 ,0 ,null ,null ,1 ,4 ,1 ,2 ,1 ,1 ,0 ,3 ,5 ,7 ,2 ,6 ,3 ,4 ,331 ,828 ,238 (72%) ,735 (89%) ,20/57 (35%) ,26/54 (48%) ,6/19 (32%) ,5/20 (25%) ,12/21 (57%) ,10/17 (59%) ,142 ,144 ,51 ,46 ,16 ,14 ,17 ,17 ,9 ,8 ,19 ,12 ,27% ,73% ,1 ,6 ,0 ,1 ,1 ,2 ,0 ,3 ,0 ,3 ,1 ,0 ,2 ,0 ,null ,null ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,4 ,0 ,0 ,154 ,415 ,109 (71%) ,363 (87%) ,12/28 (43%) ,18/35 (51%) ,2/8 (25%) ,3/8 (38%) ,5/9 (56%) ,5/11 (45%) ,70 ,78 ,29 ,21 ,11 ,5 ,12 ,7 ,4 ,6 ,9 ,3 ,31% ,69% ,6 ,7 ,4 ,4 ,2 ,3 ,0 ,0 ,3 ,4 ,0 ,0 ,0 ,0 ,null ,null ,1 ,2 ,1 ,1 ,1 ,1 ,0 ,3 ,5 ,5 ,1 ,2 ,3 ,4 ,177 ,413 ,129 (73%) ,372 (90%) ,8/29 (28%) ,8/19 (42%) ,4/11 (36%) ,2/12 (17%) ,7/12 (58%) ,5/6 (83%) ,72 ,66 ,22 ,25 ,5 ,9 ,5 ,10 ,5 ,2 ,10 ,9 ,
