League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,18/19 ,19 ,Crystal Palace ,Cardiff City ,0 ,0 ,62% ,38% ,31 ,9 ,5 ,4 ,12 ,4 ,14 ,1 ,12 ,1 ,0 ,3 ,9 ,11 ,0 ,3 ,null ,null ,2 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,22 ,5 ,9 ,4 ,4 ,5 ,487 ,303 ,398 (82%) ,203 (67%) ,39/69 (57%) ,22/68 (32%) ,5/27 (19%) ,4/10 (40%) ,14/23 (61%) ,5/10 (50%) ,153 ,140 ,57 ,57 ,22 ,24 ,10 ,20 ,10 ,13 ,13 ,47 ,61% ,39% ,8 ,5 ,1 ,2 ,4 ,2 ,3 ,1 ,2 ,0 ,0 ,1 ,0 ,2 ,null ,null ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,4 ,2 ,4 ,3 ,2 ,1 ,276 ,171 ,237 (86%) ,125 (73%) ,18/28 (64%) ,11/30 (36%) ,0/7 (0%) ,2/7 (29%) ,6/12 (50%) ,3/5 (60%) ,null ,null ,23 ,25 ,5 ,7 ,5 ,13 ,8 ,8 ,5 ,14 ,63% ,37% ,23 ,4 ,4 ,2 ,8 ,2 ,11 ,0 ,10 ,1 ,0 ,2 ,0 ,1 ,null ,null ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,18 ,3 ,5 ,1 ,2 ,4 ,211 ,132 ,161 (76%) ,78 (59%) ,21/41 (51%) ,11/38 (29%) ,5/20 (25%) ,2/3 (67%) ,8/11 (73%) ,2/5 (40%) ,null ,null ,34 ,32 ,17 ,17 ,5 ,7 ,2 ,5 ,8 ,33 ,
Premier League ,18/19 ,19 ,Leicester City ,Manchester City ,2 ,1 ,33% ,67% ,10 ,11 ,5 ,4 ,4 ,4 ,1 ,3 ,3 ,7 ,1 ,3 ,5 ,8 ,2 ,2 ,0 ,1 ,3 ,2 ,2 ,1 ,null ,null ,null ,null ,8 ,6 ,2 ,5 ,3 ,3 ,320 ,613 ,228 (71%) ,532 (87%) ,27/66 (41%) ,31/66 (47%) ,2/11 (18%) ,1/35 (3%) ,5/13 (38%) ,11/19 (58%) ,138 ,167 ,61 ,49 ,26 ,15 ,22 ,18 ,8 ,5 ,47 ,13 ,35% ,65% ,6 ,5 ,4 ,3 ,2 ,1 ,0 ,1 ,1 ,5 ,1 ,2 ,0 ,0 ,0 ,0 ,3 ,2 ,2 ,1 ,null ,null ,null ,null ,6 ,3 ,0 ,2 ,2 ,3 ,169 ,302 ,131 (78%) ,264 (87%) ,17/34 (50%) ,17/33 (52%) ,2/9 (22%) ,1/19 (5%) ,4/8 (50%) ,4/11 (36%) ,null ,null ,30 ,19 ,13 ,3 ,10 ,10 ,7 ,3 ,25 ,9 ,31% ,69% ,4 ,6 ,1 ,1 ,2 ,3 ,1 ,2 ,2 ,2 ,0 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,2 ,3 ,2 ,3 ,1 ,0 ,151 ,311 ,97 (64%) ,268 (86%) ,10/32 (31%) ,14/33 (42%) ,0/2 (0%) ,0/16 (0%) ,1/5 (20%) ,7/8 (88%) ,null ,null ,31 ,30 ,13 ,12 ,12 ,8 ,1 ,2 ,22 ,4 ,
Premier League ,18/19 ,19 ,Liverpool ,Newcastle United ,4 ,0 ,75% ,25% ,16 ,6 ,8 ,2 ,4 ,4 ,4 ,0 ,10 ,2 ,1 ,1 ,7 ,10 ,null ,null ,null ,null ,4 ,1 ,1 ,1 ,null ,null ,null ,null ,13 ,4 ,3 ,2 ,2 ,4 ,723 ,233 ,629 (87%) ,146 (63%) ,53/83 (64%) ,28/66 (42%) ,5/26 (19%) ,5/14 (36%) ,4/8 (50%) ,8/12 (67%) ,150 ,127 ,38 ,46 ,16 ,16 ,8 ,15 ,9 ,15 ,13 ,42 ,72% ,28% ,7 ,3 ,3 ,1 ,3 ,2 ,1 ,0 ,6 ,1 ,0 ,1 ,null ,null ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,4 ,2 ,3 ,1 ,1 ,2 ,351 ,129 ,299 (85%) ,81 (63%) ,24/44 (55%) ,11/32 (34%) ,2/12 (17%) ,3/9 (33%) ,2/5 (40%) ,4/6 (67%) ,null ,null ,17 ,22 ,9 ,6 ,3 ,8 ,6 ,5 ,8 ,21 ,77% ,23% ,9 ,3 ,5 ,1 ,1 ,2 ,3 ,0 ,4 ,1 ,1 ,0 ,null ,null ,null ,null ,3 ,0 ,0 ,0 ,null ,null ,null ,null ,9 ,2 ,0 ,1 ,1 ,2 ,372 ,104 ,330 (89%) ,65 (63%) ,29/39 (74%) ,17/34 (50%) ,3/14 (21%) ,2/5 (40%) ,2/3 (67%) ,4/6 (67%) ,null ,null ,21 ,24 ,7 ,10 ,5 ,7 ,3 ,10 ,5 ,21 ,
Premier League ,18/19 ,19 ,Manchester United ,Huddersfield Town ,3 ,1 ,64% ,36% ,16 ,10 ,10 ,2 ,2 ,7 ,4 ,1 ,5 ,3 ,1 ,4 ,9 ,13 ,1 ,1 ,null ,null ,2 ,2 ,1 ,1 ,null ,null ,null ,null ,10 ,6 ,6 ,4 ,1 ,7 ,634 ,335 ,529 (83%) ,245 (73%) ,34/55 (62%) ,28/60 (47%) ,2/13 (15%) ,4/15 (27%) ,10/21 (48%) ,7/11 (64%) ,162 ,137 ,53 ,54 ,17 ,12 ,14 ,27 ,12 ,21 ,14 ,22 ,74% ,26% ,10 ,3 ,5 ,0 ,2 ,3 ,3 ,0 ,4 ,1 ,0 ,2 ,1 ,1 ,null ,null ,2 ,1 ,1 ,1 ,null ,null ,null ,null ,7 ,2 ,3 ,1 ,0 ,4 ,395 ,130 ,344 (87%) ,82 (63%) ,20/29 (69%) ,8/24 (33%) ,2/9 (22%) ,1/4 (25%) ,4/10 (40%) ,2/4 (50%) ,null ,null ,22 ,27 ,7 ,6 ,5 ,15 ,8 ,12 ,7 ,16 ,53% ,47% ,6 ,7 ,5 ,2 ,0 ,4 ,1 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,null ,null ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,3 ,4 ,3 ,3 ,1 ,3 ,239 ,205 ,185 (77%) ,163 (80%) ,14/26 (54%) ,20/36 (56%) ,0/4 (0%) ,3/11 (27%) ,6/11 (55%) ,5/7 (71%) ,null ,null ,31 ,27 ,10 ,6 ,9 ,12 ,4 ,9 ,7 ,6 ,
Premier League ,18/19 ,19 ,Tottenham ,Bournemouth ,5 ,0 ,56% ,44% ,10 ,14 ,7 ,4 ,2 ,6 ,1 ,4 ,3 ,4 ,1 ,3 ,5 ,8 ,2 ,1 ,null ,null ,3 ,2 ,1 ,2 ,null ,null ,null ,null ,5 ,11 ,5 ,3 ,4 ,2 ,599 ,449 ,521 (87%) ,365 (81%) ,31/61 (51%) ,34/61 (56%) ,1/10 (10%) ,6/15 (40%) ,12/20 (60%) ,2/6 (33%) ,122 ,123 ,40 ,38 ,8 ,15 ,12 ,16 ,12 ,10 ,16 ,6 ,60% ,40% ,4 ,6 ,3 ,4 ,1 ,1 ,0 ,1 ,3 ,1 ,1 ,2 ,0 ,1 ,null ,null ,1 ,2 ,1 ,2 ,null ,null ,null ,null ,2 ,5 ,2 ,1 ,4 ,0 ,313 ,201 ,269 (86%) ,158 (79%) ,21/40 (53%) ,16/33 (47%) ,1/6 (17%) ,4/7 (57%) ,4/7 (57%) ,0/1 (0%) ,null ,null ,19 ,16 ,4 ,8 ,8 ,7 ,6 ,5 ,5 ,3 ,52% ,48% ,6 ,8 ,4 ,0 ,1 ,5 ,1 ,3 ,0 ,3 ,0 ,1 ,2 ,0 ,null ,null ,2 ,0 ,0 ,0 ,null ,null ,null ,null ,3 ,6 ,3 ,2 ,0 ,2 ,286 ,248 ,252 (88%) ,207 (83%) ,10/21 (48%) ,18/28 (64%) ,0/4 (0%) ,2/8 (25%) ,8/13 (62%) ,2/5 (40%) ,null ,null ,21 ,22 ,4 ,7 ,4 ,9 ,6 ,5 ,11 ,3 ,
Premier League ,18/19 ,19 ,Brighton & Hove Albion ,Arsenal ,1 ,1 ,32% ,68% ,12 ,7 ,3 ,4 ,8 ,1 ,1 ,2 ,4 ,9 ,1 ,1 ,10 ,4 ,2 ,1 ,null ,null ,1 ,2 ,0 ,1 ,null ,null ,3 ,0 ,7 ,4 ,5 ,3 ,3 ,2 ,324 ,711 ,240 (74%) ,636 (89%) ,30/64 (47%) ,24/46 (52%) ,5/16 (31%) ,2/17 (12%) ,2/7 (29%) ,9/14 (64%) ,122 ,129 ,39 ,40 ,15 ,14 ,19 ,7 ,13 ,10 ,22 ,12 ,30% ,70% ,6 ,6 ,3 ,4 ,2 ,1 ,1 ,1 ,3 ,3 ,0 ,1 ,1 ,0 ,null ,null ,1 ,2 ,0 ,1 ,null ,null ,2 ,0 ,3 ,4 ,3 ,2 ,3 ,2 ,156 ,380 ,120 (77%) ,347 (91%) ,13/29 (45%) ,12/21 (57%) ,2/10 (20%) ,2/7 (29%) ,1/1 (100%) ,5/6 (83%) ,null ,null ,10 ,16 ,4 ,4 ,5 ,0 ,9 ,3 ,7 ,5 ,33% ,67% ,6 ,1 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,6 ,1 ,0 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,1 ,0 ,4 ,0 ,2 ,1 ,0 ,0 ,168 ,331 ,120 (71%) ,289 (87%) ,17/35 (49%) ,12/25 (48%) ,3/6 (50%) ,0/10 (0%) ,1/6 (17%) ,4/8 (50%) ,null ,null ,29 ,24 ,11 ,10 ,14 ,7 ,4 ,7 ,15 ,7 ,
Premier League ,18/19 ,19 ,Watford ,Chelsea ,1 ,2 ,35% ,65% ,11 ,10 ,2 ,4 ,6 ,5 ,3 ,1 ,3 ,4 ,0 ,2 ,15 ,5 ,1 ,0 ,null ,null ,2 ,4 ,2 ,2 ,0 ,2 ,0 ,1 ,8 ,8 ,3 ,2 ,2 ,1 ,392 ,729 ,305 (78%) ,646 (89%) ,34/81 (42%) ,19/37 (51%) ,5/11 (45%) ,2/11 (18%) ,10/14 (71%) ,18/27 (67%) ,131 ,139 ,53 ,59 ,20 ,15 ,18 ,12 ,12 ,3 ,12 ,13 ,29% ,71% ,6 ,3 ,2 ,1 ,2 ,2 ,2 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,null ,null ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,5 ,2 ,1 ,1 ,0 ,1 ,161 ,388 ,118 (73%) ,346 (89%) ,16/41 (39%) ,11/16 (69%) ,2/4 (50%) ,1/4 (25%) ,4/6 (67%) ,9/13 (69%) ,null ,null ,20 ,27 ,8 ,6 ,7 ,7 ,8 ,2 ,7 ,6 ,40% ,60% ,5 ,7 ,0 ,3 ,4 ,3 ,1 ,1 ,1 ,4 ,0 ,0 ,1 ,0 ,null ,null ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,1 ,3 ,6 ,2 ,1 ,2 ,0 ,231 ,341 ,187 (81%) ,300 (88%) ,18/40 (45%) ,8/21 (38%) ,3/7 (43%) ,1/7 (14%) ,6/8 (75%) ,9/14 (64%) ,null ,null ,33 ,32 ,12 ,9 ,11 ,5 ,4 ,1 ,5 ,7 ,
Premier League ,18/19 ,19 ,Southampton ,West Ham United ,1 ,2 ,45% ,55% ,11 ,16 ,5 ,5 ,3 ,6 ,3 ,5 ,4 ,6 ,4 ,2 ,10 ,3 ,2 ,0 ,null ,null ,2 ,1 ,2 ,0 ,null ,null ,0 ,2 ,7 ,9 ,4 ,7 ,3 ,4 ,409 ,487 ,314 (77%) ,376 (77%) ,19/54 (35%) ,42/81 (52%) ,3/17 (18%) ,2/16 (13%) ,17/26 (65%) ,22/33 (67%) ,155 ,182 ,61 ,70 ,16 ,18 ,25 ,20 ,12 ,13 ,31 ,20 ,42% ,58% ,3 ,7 ,1 ,1 ,2 ,4 ,0 ,2 ,0 ,3 ,1 ,2 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,2 ,2 ,1 ,5 ,1 ,1 ,204 ,279 ,157 (77%) ,219 (78%) ,8/29 (28%) ,15/35 (43%) ,0/5 (0%) ,1/10 (10%) ,10/15 (67%) ,15/20 (75%) ,null ,null ,36 ,37 ,9 ,7 ,16 ,11 ,9 ,5 ,22 ,9 ,50% ,50% ,8 ,9 ,4 ,4 ,1 ,2 ,3 ,3 ,4 ,3 ,3 ,0 ,2 ,0 ,null ,null ,2 ,1 ,2 ,0 ,null ,null ,0 ,2 ,5 ,7 ,3 ,2 ,2 ,3 ,205 ,208 ,157 (77%) ,157 (75%) ,11/25 (44%) ,27/46 (59%) ,3/12 (25%) ,1/6 (17%) ,7/11 (64%) ,7/13 (54%) ,null ,null ,25 ,33 ,7 ,11 ,9 ,9 ,3 ,8 ,9 ,11 ,
Premier League ,18/19 ,20 ,Brighton & Hove Albion ,Everton ,1 ,0 ,44% ,56% ,11 ,13 ,3 ,4 ,3 ,6 ,5 ,3 ,6 ,6 ,2 ,1 ,10 ,11 ,0 ,2 ,null ,null ,2 ,0 ,1 ,0 ,0 ,2 ,null ,null ,8 ,9 ,3 ,4 ,4 ,2 ,349 ,427 ,246 (70%) ,313 (73%) ,31/81 (38%) ,21/62 (34%) ,6/17 (35%) ,7/20 (35%) ,6/11 (55%) ,9/15 (60%) ,167 ,172 ,66 ,69 ,27 ,34 ,23 ,16 ,6 ,8 ,36 ,19 ,47% ,53% ,3 ,5 ,0 ,2 ,1 ,2 ,2 ,1 ,1 ,3 ,1 ,1 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,2 ,4 ,1 ,1 ,2 ,0 ,216 ,234 ,160 (74%) ,179 (76%) ,20/41 (49%) ,11/29 (38%) ,0/6 (0%) ,3/11 (27%) ,2/5 (40%) ,5/8 (63%) ,null ,null ,32 ,34 ,12 ,15 ,15 ,10 ,3 ,8 ,17 ,9 ,41% ,59% ,8 ,8 ,3 ,2 ,2 ,4 ,3 ,2 ,5 ,3 ,1 ,0 ,0 ,2 ,null ,null ,2 ,0 ,1 ,0 ,0 ,2 ,null ,null ,6 ,5 ,2 ,3 ,2 ,2 ,133 ,193 ,86 (65%) ,134 (69%) ,11/40 (28%) ,10/33 (30%) ,6/11 (55%) ,4/9 (44%) ,4/6 (67%) ,4/7 (57%) ,null ,null ,34 ,35 ,15 ,19 ,8 ,6 ,3 ,0 ,19 ,10 ,
Premier League ,18/19 ,20 ,Fulham ,Huddersfield Town ,1 ,0 ,43% ,57% ,14 ,9 ,5 ,5 ,7 ,1 ,2 ,3 ,4 ,3 ,3 ,2 ,12 ,10 ,3 ,1 ,null ,null ,2 ,0 ,2 ,0 ,null ,null ,2 ,0 ,12 ,5 ,2 ,4 ,5 ,4 ,395 ,529 ,295 (75%) ,418 (79%) ,34/70 (49%) ,38/85 (45%) ,6/22 (27%) ,3/17 (18%) ,5/6 (83%) ,5/6 (83%) ,151 ,159 ,60 ,51 ,38 ,25 ,8 ,9 ,10 ,12 ,26 ,18 ,34% ,66% ,4 ,6 ,0 ,4 ,3 ,0 ,1 ,2 ,2 ,1 ,0 ,1 ,2 ,0 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,3 ,3 ,1 ,3 ,4 ,0 ,176 ,347 ,119 (68%) ,293 (84%) ,14/36 (39%) ,25/47 (53%) ,3/8 (38%) ,1/7 (14%) ,1/1 (100%) ,4/4 (100%) ,null ,null ,23 ,25 ,14 ,11 ,4 ,3 ,4 ,7 ,8 ,8 ,54% ,46% ,10 ,3 ,5 ,1 ,4 ,1 ,1 ,1 ,2 ,2 ,3 ,1 ,1 ,1 ,null ,null ,2 ,0 ,2 ,0 ,null ,null ,2 ,0 ,9 ,2 ,1 ,1 ,1 ,4 ,219 ,182 ,176 (80%) ,125 (69%) ,20/34 (59%) ,13/38 (34%) ,3/14 (21%) ,2/10 (20%) ,4/5 (80%) ,1/2 (50%) ,null ,null ,37 ,26 ,24 ,14 ,4 ,6 ,6 ,5 ,18 ,10 ,
Premier League ,18/19 ,20 ,Leicester City ,Cardiff City ,0 ,1 ,62% ,38% ,16 ,12 ,7 ,3 ,3 ,3 ,6 ,6 ,10 ,4 ,0 ,1 ,14 ,16 ,0 ,2 ,null ,null ,2 ,0 ,2 ,0 ,0 ,1 ,null ,null ,6 ,4 ,10 ,8 ,2 ,7 ,448 ,273 ,341 (76%) ,188 (69%) ,26/61 (43%) ,24/56 (43%) ,1/25 (4%) ,3/16 (19%) ,9/18 (50%) ,5/14 (36%) ,174 ,149 ,75 ,55 ,31 ,23 ,19 ,15 ,6 ,17 ,27 ,34 ,63% ,37% ,10 ,4 ,5 ,0 ,3 ,1 ,2 ,3 ,5 ,1 ,0 ,0 ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,0 ,1 ,null ,null ,3 ,2 ,7 ,2 ,0 ,5 ,254 ,147 ,201 (79%) ,100 (68%) ,15/30 (50%) ,9/25 (36%) ,1/11 (9%) ,2/8 (25%) ,6/10 (60%) ,2/8 (25%) ,null ,null ,44 ,25 ,20 ,11 ,12 ,7 ,4 ,9 ,13 ,16 ,60% ,40% ,6 ,8 ,2 ,3 ,0 ,2 ,4 ,3 ,5 ,3 ,0 ,1 ,0 ,2 ,null ,null ,1 ,0 ,1 ,0 ,0 ,0 ,null ,null ,3 ,2 ,3 ,6 ,2 ,2 ,194 ,126 ,140 (72%) ,88 (70%) ,11/31 (35%) ,15/31 (48%) ,0/14 (0%) ,1/8 (13%) ,3/8 (38%) ,3/6 (50%) ,null ,null ,31 ,30 ,11 ,12 ,7 ,8 ,2 ,8 ,14 ,18 ,
Premier League ,18/19 ,20 ,Tottenham ,Wolverhampton ,1 ,3 ,60% ,40% ,10 ,11 ,3 ,4 ,4 ,4 ,3 ,3 ,6 ,7 ,0 ,4 ,7 ,7 ,3 ,2 ,null ,null ,0 ,2 ,null ,null ,1 ,0 ,0 ,2 ,1 ,9 ,9 ,2 ,1 ,2 ,664 ,413 ,587 (88%) ,330 (80%) ,20/53 (38%) ,29/66 (44%) ,1/14 (7%) ,6/24 (25%) ,9/17 (53%) ,16/23 (70%) ,134 ,139 ,45 ,55 ,13 ,15 ,18 ,18 ,4 ,12 ,18 ,14 ,67% ,33% ,10 ,3 ,3 ,0 ,4 ,2 ,3 ,1 ,3 ,4 ,0 ,2 ,2 ,0 ,null ,null ,0 ,0 ,null ,null ,1 ,0 ,0 ,0 ,1 ,2 ,9 ,1 ,0 ,2 ,357 ,162 ,314 (88%) ,121 (75%) ,14/33 (42%) ,15/38 (39%) ,0/4 (0%) ,2/11 (18%) ,2/5 (40%) ,7/10 (70%) ,null ,null ,23 ,28 ,8 ,8 ,10 ,9 ,2 ,6 ,6 ,7 ,54% ,46% ,0 ,8 ,0 ,4 ,0 ,2 ,0 ,2 ,3 ,3 ,0 ,2 ,1 ,2 ,null ,null ,0 ,2 ,null ,null ,0 ,0 ,0 ,2 ,0 ,7 ,0 ,1 ,1 ,0 ,307 ,251 ,273 (89%) ,209 (83%) ,6/20 (30%) ,14/28 (50%) ,1/10 (10%) ,4/13 (31%) ,7/12 (58%) ,9/13 (69%) ,null ,null ,22 ,27 ,5 ,7 ,8 ,9 ,2 ,6 ,12 ,7 ,
Premier League ,18/19 ,20 ,Watford ,Newcastle United ,1 ,1 ,62% ,38% ,12 ,8 ,5 ,2 ,2 ,4 ,5 ,2 ,3 ,6 ,1 ,4 ,17 ,16 ,1 ,2 ,null ,null ,2 ,1 ,1 ,0 ,null ,null ,1 ,0 ,5 ,3 ,7 ,5 ,1 ,4 ,566 ,326 ,484 (86%) ,233 (71%) ,45/68 (66%) ,37/80 (46%) ,1/22 (5%) ,4/25 (16%) ,15/25 (60%) ,8/12 (67%) ,148 ,142 ,67 ,69 ,31 ,23 ,7 ,22 ,7 ,18 ,28 ,34 ,64% ,36% ,6 ,2 ,2 ,1 ,1 ,1 ,3 ,0 ,3 ,0 ,0 ,3 ,1 ,0 ,null ,null ,1 ,1 ,1 ,0 ,null ,null ,1 ,0 ,2 ,1 ,4 ,1 ,0 ,2 ,313 ,171 ,270 (86%) ,123 (72%) ,20/32 (63%) ,16/40 (40%) ,0/7 (0%) ,1/7 (14%) ,2/6 (33%) ,4/6 (67%) ,null ,null ,28 ,35 ,15 ,10 ,4 ,14 ,3 ,10 ,13 ,13 ,60% ,40% ,6 ,6 ,3 ,1 ,1 ,3 ,2 ,2 ,0 ,6 ,1 ,1 ,0 ,2 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,0 ,0 ,3 ,2 ,3 ,4 ,1 ,2 ,253 ,155 ,214 (85%) ,110 (71%) ,25/36 (69%) ,21/40 (53%) ,1/15 (7%) ,3/18 (17%) ,13/19 (68%) ,4/6 (67%) ,null ,null ,39 ,34 ,16 ,13 ,3 ,8 ,4 ,8 ,15 ,21 ,
Premier League ,18/19 ,20 ,Liverpool ,Arsenal ,5 ,1 ,47% ,53% ,15 ,8 ,10 ,2 ,3 ,3 ,2 ,3 ,5 ,3 ,2 ,5 ,8 ,13 ,1 ,2 ,null ,null ,6 ,1 ,1 ,0 ,null ,null ,1 ,0 ,10 ,5 ,5 ,3 ,1 ,5 ,511 ,551 ,424 (83%) ,464 (84%) ,28/55 (51%) ,28/60 (47%) ,2/8 (25%) ,1/10 (10%) ,13/20 (65%) ,7/14 (50%) ,133 ,138 ,49 ,38 ,7 ,8 ,17 ,17 ,8 ,12 ,15 ,14 ,57% ,43% ,7 ,4 ,5 ,2 ,1 ,2 ,1 ,0 ,1 ,2 ,1 ,3 ,1 ,1 ,null ,null ,4 ,1 ,0 ,0 ,null ,null ,0 ,0 ,7 ,3 ,0 ,1 ,1 ,1 ,278 ,194 ,231 (83%) ,151 (78%) ,14/33 (42%) ,12/28 (43%) ,0/3 (0%) ,1/7 (14%) ,11/14 (79%) ,2/6 (33%) ,null ,null ,32 ,18 ,3 ,6 ,10 ,8 ,2 ,6 ,11 ,9 ,39% ,61% ,8 ,4 ,5 ,0 ,2 ,1 ,1 ,3 ,4 ,1 ,1 ,2 ,0 ,1 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,1 ,0 ,3 ,2 ,5 ,2 ,0 ,4 ,233 ,357 ,193 (83%) ,313 (88%) ,14/22 (64%) ,16/32 (50%) ,2/5 (40%) ,0/3 (0%) ,2/6 (33%) ,5/8 (63%) ,null ,null ,17 ,20 ,4 ,2 ,7 ,9 ,6 ,6 ,4 ,5 ,
