League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
Premier League ,16/17 ,19 ,Watford ,Tottenham ,1 ,4 ,33% ,67% ,6 ,19 ,2 ,6 ,1 ,11 ,3 ,2 ,0 ,3 ,5 ,3 ,11 ,6 ,3 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,4 ,11 ,2 ,8 ,2 ,1 ,293 ,578 ,190 (65%) ,480 (83%) ,42 ,52 ,13 ,14 ,36% ,64% ,2 ,13 ,0 ,4 ,0 ,7 ,2 ,2 ,0 ,2 ,3 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,1 ,8 ,1 ,5 ,1 ,0 ,172 ,289 ,108 (63%) ,238 (82%) ,26 ,22 ,10 ,5 ,30% ,70% ,4 ,6 ,2 ,2 ,1 ,4 ,1 ,0 ,0 ,1 ,2 ,2 ,2 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,3 ,1 ,3 ,1 ,1 ,121 ,289 ,82 (68%) ,242 (84%) ,16 ,30 ,3 ,9 ,
Premier League ,16/17 ,19 ,Arsenal ,Crystal Palace ,2 ,0 ,64% ,36% ,22 ,7 ,7 ,4 ,5 ,2 ,10 ,1 ,8 ,4 ,2 ,3 ,9 ,7 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,14 ,4 ,8 ,3 ,4 ,5 ,637 ,351 ,541 (85%) ,258 (74%) ,57 ,59 ,15 ,23 ,63% ,37% ,10 ,1 ,5 ,1 ,3 ,0 ,2 ,0 ,3 ,1 ,2 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,6 ,1 ,4 ,0 ,1 ,4 ,319 ,186 ,273 (86%) ,131 (70%) ,24 ,27 ,7 ,11 ,65% ,35% ,12 ,6 ,2 ,3 ,2 ,2 ,8 ,1 ,5 ,3 ,0 ,1 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,8 ,3 ,4 ,3 ,3 ,1 ,318 ,165 ,268 (84%) ,127 (77%) ,33 ,32 ,8 ,12 ,
Premier League ,16/17 ,20 ,Middlesbrough ,Leicester City ,0 ,0 ,62% ,38% ,9 ,10 ,1 ,4 ,5 ,4 ,3 ,2 ,2 ,2 ,null ,null ,10 ,9 ,3 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,4 ,5 ,6 ,4 ,1 ,530 ,331 ,431 (81%) ,219 (66%) ,66 ,68 ,25 ,32 ,57% ,43% ,4 ,5 ,0 ,2 ,2 ,2 ,2 ,1 ,0 ,1 ,null ,null ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,1 ,2 ,4 ,2 ,0 ,228 ,179 ,170 (75%) ,118 (66%) ,35 ,38 ,12 ,17 ,67% ,33% ,5 ,5 ,1 ,2 ,3 ,2 ,1 ,1 ,2 ,1 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,3 ,3 ,2 ,2 ,1 ,302 ,152 ,261 (86%) ,101 (66%) ,31 ,30 ,13 ,15 ,
Premier League ,16/17 ,20 ,Everton ,Southampton ,3 ,0 ,54% ,46% ,17 ,12 ,6 ,3 ,5 ,6 ,6 ,3 ,10 ,8 ,4 ,2 ,5 ,14 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,10 ,7 ,7 ,5 ,3 ,3 ,487 ,403 ,367 (75%) ,297 (74%) ,67 ,51 ,20 ,14 ,55% ,45% ,8 ,7 ,2 ,1 ,1 ,4 ,5 ,2 ,6 ,3 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,4 ,4 ,4 ,3 ,1 ,2 ,266 ,213 ,200 (75%) ,162 (76%) ,33 ,29 ,12 ,10 ,52% ,48% ,9 ,5 ,4 ,2 ,4 ,2 ,1 ,1 ,4 ,5 ,3 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,6 ,3 ,3 ,2 ,2 ,1 ,221 ,190 ,167 (76%) ,135 (71%) ,34 ,22 ,8 ,4 ,
Premier League ,16/17 ,20 ,Manchester City ,Burnley ,2 ,1 ,55% ,45% ,14 ,11 ,3 ,3 ,4 ,6 ,7 ,2 ,8 ,8 ,3 ,3 ,11 ,11 ,4 ,3 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,6 ,9 ,5 ,1 ,1 ,450 ,357 ,359 (80%) ,247 (69%) ,62 ,66 ,34 ,31 ,60% ,40% ,5 ,3 ,1 ,0 ,1 ,2 ,3 ,1 ,4 ,2 ,3 ,1 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,1 ,3 ,2 ,0 ,1 ,265 ,178 ,215 (81%) ,118 (66%) ,36 ,33 ,17 ,13 ,49% ,51% ,9 ,8 ,2 ,3 ,3 ,4 ,4 ,1 ,4 ,6 ,0 ,2 ,3 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,5 ,6 ,3 ,1 ,0 ,185 ,179 ,144 (78%) ,129 (72%) ,26 ,33 ,17 ,18 ,
Premier League ,16/17 ,20 ,Sunderland ,Liverpool ,2 ,2 ,29% ,71% ,10 ,21 ,5 ,15 ,0 ,3 ,5 ,3 ,2 ,5 ,3 ,3 ,10 ,10 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,12 ,5 ,9 ,13 ,3 ,290 ,698 ,199 (69%) ,605 (87%) ,43 ,46 ,9 ,14 ,27% ,73% ,5 ,11 ,4 ,6 ,0 ,2 ,1 ,3 ,2 ,3 ,2 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,5 ,3 ,6 ,5 ,3 ,143 ,371 ,95 (66%) ,312 (84%) ,26 ,21 ,4 ,8 ,30% ,70% ,5 ,10 ,1 ,9 ,0 ,1 ,4 ,0 ,0 ,2 ,1 ,3 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,7 ,2 ,3 ,8 ,0 ,147 ,327 ,104 (71%) ,293 (90%) ,17 ,25 ,5 ,6 ,
Premier League ,16/17 ,20 ,West Bromwich Albion ,Hull City ,3 ,1 ,41% ,59% ,8 ,17 ,5 ,6 ,0 ,9 ,3 ,2 ,7 ,9 ,null ,null ,5 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,9 ,2 ,8 ,5 ,2 ,346 ,516 ,269 (78%) ,440 (85%) ,45 ,50 ,13 ,23 ,44% ,56% ,4 ,11 ,2 ,5 ,0 ,4 ,2 ,2 ,2 ,6 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,6 ,1 ,5 ,4 ,2 ,200 ,253 ,163 (82%) ,214 (85%) ,19 ,27 ,7 ,10 ,37% ,63% ,4 ,6 ,3 ,1 ,0 ,5 ,1 ,0 ,5 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,3 ,1 ,3 ,1 ,0 ,146 ,263 ,106 (73%) ,226 (86%) ,26 ,23 ,6 ,13 ,
Premier League ,16/17 ,20 ,West Ham United ,Manchester United ,0 ,2 ,36% ,64% ,8 ,13 ,2 ,6 ,5 ,5 ,1 ,2 ,2 ,1 ,0 ,5 ,9 ,13 ,2 ,2 ,1 ,0 ,null ,null ,null ,null ,0 ,2 ,null ,null ,3 ,8 ,5 ,5 ,4 ,2 ,396 ,713 ,309 (78%) ,642 (90%) ,46 ,40 ,8 ,8 ,36% ,64% ,5 ,3 ,1 ,1 ,4 ,2 ,0 ,0 ,2 ,0 ,0 ,4 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,0 ,1 ,null ,null ,0 ,3 ,5 ,0 ,1 ,1 ,204 ,373 ,159 (78%) ,335 (90%) ,22 ,20 ,1 ,5 ,36% ,64% ,3 ,10 ,1 ,5 ,1 ,3 ,1 ,2 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,5 ,0 ,5 ,3 ,1 ,192 ,340 ,150 (78%) ,307 (90%) ,24 ,20 ,7 ,3 ,
Premier League ,16/17 ,20 ,Bournemouth ,Arsenal ,3 ,3 ,39% ,61% ,13 ,14 ,6 ,4 ,5 ,5 ,2 ,5 ,4 ,7 ,2 ,3 ,10 ,12 ,3 ,3 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,9 ,7 ,5 ,1 ,3 ,376 ,571 ,275 (73%) ,469 (82%) ,54 ,49 ,17 ,16 ,43% ,57% ,8 ,3 ,3 ,0 ,4 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,2 ,5 ,1 ,0 ,1 ,220 ,284 ,164 (75%) ,231 (81%) ,25 ,23 ,9 ,8 ,34% ,66% ,5 ,11 ,3 ,4 ,1 ,3 ,1 ,4 ,2 ,5 ,0 ,1 ,2 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,7 ,2 ,4 ,1 ,2 ,156 ,287 ,111 (71%) ,238 (83%) ,29 ,26 ,8 ,8 ,
Premier League ,16/17 ,20 ,Crystal Palace ,Swansea City ,1 ,2 ,47% ,53% ,7 ,11 ,3 ,4 ,2 ,5 ,2 ,2 ,4 ,5 ,1 ,1 ,13 ,14 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,1 ,4 ,7 ,3 ,4 ,2 ,2 ,411 ,477 ,315 (77%) ,377 (79%) ,46 ,57 ,11 ,23 ,40% ,60% ,3 ,7 ,1 ,3 ,1 ,4 ,1 ,0 ,1 ,2 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,1 ,2 ,6 ,1 ,1 ,2 ,1 ,197 ,277 ,145 (74%) ,231 (83%) ,23 ,34 ,9 ,14 ,53% ,47% ,4 ,4 ,2 ,1 ,1 ,1 ,1 ,2 ,3 ,3 ,1 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,1 ,2 ,3 ,0 ,1 ,214 ,200 ,170 (79%) ,146 (73%) ,23 ,23 ,2 ,9 ,
Premier League ,16/17 ,20 ,Stoke City ,Watford ,2 ,0 ,54% ,46% ,16 ,9 ,5 ,2 ,7 ,4 ,4 ,3 ,7 ,6 ,3 ,0 ,10 ,15 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,11 ,5 ,5 ,4 ,1 ,3 ,399 ,352 ,296 (74%) ,237 (67%) ,60 ,53 ,26 ,23 ,57% ,43% ,8 ,3 ,2 ,0 ,3 ,2 ,3 ,1 ,5 ,0 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,1 ,3 ,2 ,0 ,1 ,212 ,168 ,157 (74%) ,105 (63%) ,27 ,28 ,12 ,12 ,50% ,50% ,8 ,6 ,3 ,2 ,4 ,2 ,1 ,2 ,2 ,6 ,2 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,4 ,2 ,2 ,1 ,2 ,187 ,184 ,139 (74%) ,132 (72%) ,33 ,25 ,14 ,11 ,
Premier League ,16/17 ,20 ,Tottenham ,Chelsea ,2 ,0 ,45% ,55% ,9 ,11 ,2 ,2 ,6 ,6 ,1 ,3 ,1 ,6 ,2 ,4 ,9 ,8 ,3 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,6 ,6 ,5 ,2 ,0 ,440 ,526 ,334 (76%) ,429 (82%) ,63 ,54 ,20 ,16 ,55% ,45% ,4 ,3 ,1 ,0 ,3 ,3 ,0 ,0 ,1 ,1 ,1 ,2 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,3 ,2 ,0 ,0 ,264 ,219 ,208 (79%) ,169 (77%) ,34 ,28 ,9 ,9 ,36% ,64% ,5 ,8 ,1 ,2 ,3 ,3 ,1 ,3 ,0 ,5 ,1 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,5 ,3 ,3 ,2 ,0 ,176 ,307 ,126 (72%) ,260 (85%) ,29 ,26 ,11 ,7 ,
Premier League ,16/17 ,21 ,Tottenham ,West Bromwich Albion ,4 ,0 ,72% ,28% ,21 ,3 ,11 ,0 ,7 ,2 ,3 ,1 ,8 ,0 ,1 ,1 ,11 ,12 ,0 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,11 ,1 ,11 ,2 ,0 ,8 ,670 ,248 ,588 (88%) ,162 (65%) ,60 ,35 ,10 ,10 ,77% ,23% ,10 ,0 ,4 ,0 ,4 ,0 ,2 ,0 ,7 ,0 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,6 ,0 ,5 ,0 ,0 ,3 ,352 ,103 ,312 (89%) ,60 (58%) ,29 ,18 ,6 ,6 ,68% ,32% ,11 ,3 ,7 ,0 ,3 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,5 ,1 ,6 ,2 ,0 ,5 ,318 ,145 ,276 (87%) ,102 (70%) ,31 ,17 ,4 ,4 ,
Premier League ,16/17 ,21 ,Burnley ,Southampton ,1 ,0 ,40% ,60% ,9 ,20 ,3 ,5 ,4 ,7 ,2 ,8 ,2 ,7 ,0 ,2 ,14 ,14 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,2 ,15 ,7 ,5 ,5 ,2 ,292 ,405 ,179 (61%) ,317 (78%) ,53 ,66 ,22 ,32 ,43% ,57% ,2 ,9 ,0 ,1 ,2 ,2 ,0 ,6 ,2 ,3 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,1 ,9 ,1 ,0 ,1 ,0 ,163 ,210 ,96 (59%) ,166 (79%) ,22 ,38 ,8 ,22 ,37% ,63% ,7 ,11 ,3 ,4 ,2 ,5 ,2 ,2 ,0 ,4 ,0 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,1 ,6 ,6 ,5 ,4 ,2 ,129 ,195 ,83 (64%) ,151 (77%) ,31 ,28 ,14 ,10 ,
Premier League ,16/17 ,21 ,Hull City ,Bournemouth ,3 ,1 ,39% ,61% ,14 ,8 ,3 ,6 ,9 ,1 ,2 ,1 ,4 ,5 ,3 ,3 ,13 ,11 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,10 ,5 ,5 ,3 ,5 ,1 ,356 ,572 ,274 (77%) ,469 (82%) ,48 ,48 ,20 ,13 ,43% ,57% ,7 ,6 ,1 ,4 ,4 ,1 ,2 ,1 ,4 ,4 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,4 ,3 ,2 ,3 ,0 ,215 ,297 ,174 (81%) ,244 (82%) ,20 ,23 ,10 ,6 ,34% ,66% ,7 ,2 ,2 ,2 ,5 ,0 ,0 ,0 ,0 ,1 ,3 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,1 ,2 ,1 ,2 ,1 ,141 ,275 ,100 (71%) ,225 (82%) ,28 ,25 ,10 ,7 ,
Premier League ,16/17 ,21 ,Sunderland ,Stoke City ,1 ,3 ,51% ,49% ,13 ,14 ,3 ,6 ,4 ,3 ,6 ,5 ,5 ,2 ,5 ,1 ,16 ,11 ,3 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,6 ,10 ,7 ,4 ,3 ,2 ,438 ,424 ,341 (78%) ,321 (76%) ,44 ,68 ,10 ,27 ,47% ,53% ,5 ,8 ,2 ,5 ,1 ,0 ,2 ,3 ,1 ,2 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,6 ,2 ,2 ,2 ,1 ,208 ,225 ,155 (75%) ,174 (77%) ,19 ,31 ,1 ,11 ,54% ,46% ,8 ,6 ,1 ,1 ,3 ,3 ,4 ,2 ,4 ,0 ,4 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,4 ,5 ,2 ,1 ,1 ,230 ,199 ,186 (81%) ,147 (74%) ,25 ,37 ,9 ,16 ,
Premier League ,16/17 ,21 ,Swansea City ,Arsenal ,0 ,4 ,43% ,57% ,12 ,14 ,3 ,6 ,6 ,2 ,3 ,6 ,3 ,2 ,2 ,0 ,12 ,8 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,12 ,6 ,4 ,4 ,3 ,446 ,605 ,373 (84%) ,507 (84%) ,42 ,53 ,10 ,17 ,41% ,59% ,5 ,3 ,1 ,2 ,3 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,2 ,4 ,1 ,1 ,1 ,227 ,330 ,185 (81%) ,273 (83%) ,18 ,22 ,6 ,5 ,45% ,55% ,7 ,11 ,2 ,4 ,3 ,2 ,2 ,5 ,1 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,10 ,2 ,3 ,3 ,2 ,219 ,275 ,188 (86%) ,234 (85%) ,24 ,31 ,4 ,12 ,
Premier League ,16/17 ,21 ,Watford ,Middlesbrough ,0 ,0 ,46% ,54% ,12 ,5 ,5 ,1 ,6 ,4 ,1 ,0 ,3 ,1 ,2 ,3 ,15 ,15 ,3 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,9 ,3 ,3 ,2 ,1 ,5 ,355 ,431 ,250 (70%) ,325 (75%) ,54 ,61 ,28 ,27 ,38% ,62% ,2 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,0 ,1 ,2 ,0 ,0 ,1 ,174 ,288 ,125 (72%) ,229 (80%) ,25 ,29 ,13 ,14 ,56% ,44% ,10 ,4 ,4 ,1 ,5 ,3 ,1 ,0 ,3 ,0 ,0 ,2 ,3 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,9 ,2 ,1 ,2 ,1 ,4 ,181 ,143 ,125 (69%) ,96 (67%) ,29 ,32 ,15 ,13 ,
Premier League ,16/17 ,21 ,West Ham United ,Crystal Palace ,3 ,0 ,44% ,56% ,14 ,10 ,3 ,1 ,7 ,6 ,4 ,3 ,2 ,2 ,1 ,1 ,10 ,14 ,4 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,8 ,3 ,6 ,7 ,1 ,0 ,342 ,438 ,254 (74%) ,356 (81%) ,65 ,49 ,20 ,20 ,44% ,56% ,5 ,3 ,0 ,1 ,2 ,2 ,3 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,1 ,3 ,2 ,1 ,0 ,188 ,228 ,139 (74%) ,192 (84%) ,35 ,23 ,12 ,7 ,43% ,57% ,9 ,7 ,3 ,0 ,5 ,4 ,1 ,3 ,2 ,1 ,0 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,6 ,2 ,3 ,5 ,0 ,0 ,154 ,210 ,115 (75%) ,164 (78%) ,30 ,26 ,8 ,13 ,
Premier League ,16/17 ,21 ,Leicester City ,Chelsea ,0 ,3 ,35% ,65% ,7 ,8 ,2 ,3 ,5 ,2 ,0 ,3 ,3 ,5 ,2 ,1 ,8 ,9 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,5 ,4 ,3 ,0 ,2 ,341 ,640 ,232 (68%) ,543 (85%) ,42 ,46 ,14 ,19 ,39% ,61% ,3 ,3 ,1 ,1 ,2 ,1 ,0 ,1 ,1 ,3 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,2 ,1 ,1 ,0 ,1 ,177 ,268 ,118 (67%) ,223 (83%) ,26 ,20 ,11 ,9 ,31% ,69% ,4 ,5 ,1 ,2 ,3 ,1 ,0 ,2 ,2 ,2 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,3 ,3 ,2 ,0 ,1 ,164 ,372 ,114 (70%) ,320 (86%) ,16 ,26 ,3 ,10 ,
Premier League ,16/17 ,21 ,Everton ,Manchester City ,4 ,0 ,29% ,71% ,6 ,13 ,4 ,5 ,1 ,4 ,1 ,4 ,3 ,6 ,4 ,4 ,17 ,7 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,5 ,1 ,8 ,4 ,0 ,270 ,672 ,183 (68%) ,593 (88%) ,52 ,56 ,8 ,17 ,29% ,71% ,1 ,6 ,1 ,2 ,0 ,1 ,0 ,3 ,2 ,3 ,3 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,2 ,0 ,4 ,1 ,0 ,150 ,375 ,103 (69%) ,328 (87%) ,31 ,28 ,6 ,10 ,28% ,72% ,5 ,7 ,3 ,3 ,1 ,3 ,1 ,1 ,1 ,3 ,1 ,2 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,4 ,3 ,1 ,4 ,3 ,0 ,120 ,297 ,80 (67%) ,265 (89%) ,21 ,28 ,2 ,7 ,
Premier League ,16/17 ,21 ,Manchester United ,Liverpool ,1 ,1 ,55% ,45% ,9 ,13 ,3 ,4 ,5 ,2 ,1 ,7 ,5 ,7 ,4 ,2 ,17 ,13 ,1 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,11 ,4 ,2 ,3 ,2 ,487 ,389 ,373 (77%) ,279 (72%) ,69 ,70 ,22 ,23 ,52% ,48% ,4 ,5 ,2 ,1 ,2 ,1 ,0 ,3 ,3 ,5 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,5 ,1 ,0 ,0 ,2 ,246 ,221 ,192 (78%) ,170 (77%) ,29 ,32 ,9 ,10 ,59% ,41% ,5 ,8 ,1 ,3 ,3 ,1 ,1 ,4 ,2 ,2 ,3 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,2 ,6 ,3 ,2 ,3 ,0 ,241 ,168 ,181 (75%) ,109 (65%) ,40 ,38 ,13 ,13 ,
